"","","","","cr;r","ngWiffspd;","cr;r
cr;r"
"","","","","vy;iyfs;","vy;iyfs;","vy;iyfs;
vy;iyfs;"
"","","","","&gh","&gh","&gh
&gh"
"33","cah;  fy;tp  kw;Wk;","11701","mur  mYtyh;fSf;fhd","","",""
"","neLQ;rhiyfs; mikr;rh;","","Kw;gzk;","27>000>000","10>000>000","—
58>000>000"
"34","fkj;njhopy;  mikr;rh;","11801","mur mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","54>000>000","21>000>000","118>000>000
     —"
"35","kpd;tY kw;Wk; GJg;gpf;fj;jf;f","11901","mur  mYtyh;fSf;fhd","","",""
"","rf;jp  mikr;rh;","","Kw;gzk;","8>000>000","2>700>000","22>000>000
 —"
"36","kfsph; kw;Wk; rpWth;","12001","mur  mYtyh;fSf;fhd","","",""
"","mYty;fs;  mikr;rh;","","Kw;gzk;","32>000>000","19>000>000","90>000>000
 —"
"37","cs;ehl;lYty;fs; mikr;rh;","12101","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","650>000>000","250>000>000","2>000>000>000            —"
"38","fhzp  kw;Wk;  ghuhSkd;w","12201","mur mYtyh;fSf;fhd","","",""
"","kWrPuikg;G  mikr;rh;","","Kw;gzk;","33>000>000","9>000>000","70>000>000
  —"
"39","t
likg;G  kw;Wk;  eph;khzj;Jiw","12301","mur mYtyh;fSf;fhd","","",""
"","mikr;rh;","","Kw;gzk;","13>000>000","6>000>000","50>000>000
 —"
"40","r%f  tYt{l;ly;>  eyd;Ghp","12401","mur mYtyh;fSf;fhd","","",""
"","kw;Wk;  fz;ba  kuGhpikfs;","","Kw;gzk;","24>000>000","9>000>000","70>000>000
 —"
"","mikr;rh;","","","","",""
"41","fy;tp  mikr;rh;","12601","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1>800>000>000","1>000>000>000","3>500>000>000
 —"
"42","nghJ  epUthf  kw;Wk;","13001","mur  mYtyh;fSf;fhd","","",""
"","Kfhikj;Jt  mikr;rh;","","Kw;gzk;","64>000>000","30>000>000","170>000>000
 —"
