"","Head","259","District  Secretariat,  Matale","",""
"","","","Programme  01
Operational  Activities","1,455,000,000","90,000,000"
"","Head","260","District  Secretariat,  Nuwara-Eliya","",""
"","","","Programme  01
Operational  Activities","1,240,000,000","45,000,000"
"5","Head","261","District  Secretariat,  Galle","",""
"","","","Programme  01
Operational  Activities","2,870,000,000","120,000,000"
"","Head","262","District  Secretariat,  Matara","",""
"","","","Programme  01
Operational  Activities","2,270,000,000","200,000,000"
"","Head","263","District  Secretariat,  Hambantota","",""
"10","","","Programme  01
Operational  Activities","1,730,000,000","215,000,000"
"","Head","264","District  Secretariat/  Kachcheri  -  Jaffna","",""
"","","","Programme  01
Operational  Activities","2,000,000,000","65,000,000"
"","Head","265","District  Secretariat/  Kachcheri  -  Mannar","",""
"","","","Programme  01
Operational  Activities","","495,000,000                     170,000,000"
"15","Head","266","District  Secretariat/  Kachcheri  -  Vavuniya","",""
"","","","Programme  01
Operational  Activities","480,000,000","55,000,000"
"","Head","267","District  Secretariat/  Kachcheri  -  Mullaitivu","",""
"","","","Programme  01
Operational  Activities","585,000,000","70,000,000"
"","Head","268","District  Secretariat/  Kachcheri  -  Killinochchi","",""
"","","","Programme  01
Operational  Activities","540,000,000","55,000,000"
"20","","","","",""
