"","","","","2019  entk;gu; 30 Mk; ehspy; cs;sthwhd Ie;njhif","","","","",""
"","","","","","","","","(&gh)",""
"","","nghWg;Gf;fs;","","","","","nrhj;Jf;fs;","",""
"","","","","entk;gu;> 2019","xw;Nwhgu;> 2019","","","",""
"","xw;Nwhgu;> 2019","","","","","","","entk;gu;> 2019",""
"","","ntspehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","ntspehl;L ehza epjpapay; nrhj;Jf;fs;","",""
"42,814,037,264","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fs;","41,178,238,357","","506,749,629,697","","fhR kw;Wk; fhrpw;Fr; rkkhdit","430,123,890,932",""
"1,100,998,361","","ngWjp epjpapay; rhjdq;fs;","321,689,358","","722,272,700,094","",",. m. e. Clhd rP. k. ngWkjp kw;Wk;","762,901,386,613",""
"85,204,117,691","","Mrpa jPu;g;gdT xd;wpak;","40,677,801,113","","","","V.m.t. Clhd rP.k. ngWkjpapy;   gpizaq;fs;","",""
"442,129,970,892","","g.eh.epjpaj;Jld; njhlu;ghd nghWg;Gf;fs;","467,731,969,274","","2,205,204,126","","ngWjp  epjpapay; rhjdq;fs;","3,426,932,611",""
"135,573,082,380","706,822,206,588","Vidait","89,136,388,775","639,046,086,877","146,946,205,084","","g. eh. epjpaj;Jld; njhlu;ghd nrhj;Jf;fs;","145,956,793,975",""
"","","","","","25,946,735,619","1,404,120,474,620","Vida fpilf;fj;jf;fit","12,487,934,938","1,354,896,939,069"
"","","cs;ehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","cs;ehl;L ehza epjpapay; nrhj;Jf;fs;;","",""
"259,031,128,313","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fspd;","261,141,860,594","","87,311,991,632","",",yq;if murhq;fg; gpizaq;fs;","79,102,334,584",""
"","","itg;Gf;fs;","","","25,065,777,910","","k
s
 tpw;gid cld;gbf;ifapd; fPohd","31,185,562,878",""
"336,186,697","","mur kw;Wk; mur epWtdq;fspd; itg;Gf;fs;","446,421,443","","","","gpizaq;fs;  nfhs;tdT","",""
"31,168,992,870","","k
s
nfhs;tdT cld;gbf;ifapd; fPo;","42,974,975,154","","237,815,871,400","","murpw;fhd jw;fhypf Kw;gzq;fs;","237,811,771,400",""
"","","tpw;gid nra;ag;gl;l gpizaq;fs;","","","56,135,940","","tq;fpfSf;fhd fld;fs;","56,075,063",""
"10,711,821","","Copau; eyj; jpl;lq;fspd; kPjp","6,037,166","","1,381,878,521","","epjpapay; kw;Wk; Vida epWtdq;fspYs;s","1,384,628,521",""
"9,693,452,814","","Vida nfhLglj;jf;fit","9,442,756,752","","","","gq;F KjyPLfs;","",""
"649,272,795,101","949,513,267,616","Rw;Nwhl;lj;jpYs;s ehzak;","657,717,696,334","971,729,747,443","17,193,091,197","368,824,746,600","Vida nrhj;Jf;fs;","17,273,524,672","366,813,897,118"
