"Head","","Recurrent","","Capital"
"No.","","Expenditure","","Expenditure"
"","","Rs.","","Rs."
"","State  Ministry  of    Production,  Supply  and  Regulation  of    Pharmaceuticals","","",""
"","Recurrent
  85,775,000,000","","",""
"","Capital
            155,000,000","","",""
"Made  up  as  follows  :-","","","",""
"Head 423","State  Minister  of  Production,  Supply  and  Regulation  of    Pharmaceuticals","","",""
"","Programme  01
Operational  Activities","85,775,000,000","","27,500,000"
"","Programme  02
Development  Activities","","-","127,500,000"
"","Foreign  Ministry","","",""
"","Recurrent
12,049,830,000","","",""
"","Capital
267,150,000","","",""
"Made  up  as  follows  :-","","","",""
"Head 112","Foreign Minister","","",""
"","Programme  01
Operational  Activities","47,170,000","","2,100,000"
"","Programme  02
Development  Activities","11,865,510,000","","257,790,000"
"Head 295","Department  of  Commerce","","",""
"","Programme  01
Operational  Activities","137,150,000","","7,260,000"
"","State  Ministry  of    Regional  Cooperation","","",""
"","Recurrent
74,080,000","","",""
"","Capital
    7,100,000","","",""
