"","","","","Njrpa  rftho;T>  fye;Jiuahly;fs;  kw;Wk;  murfUk  nkhopfs;  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","524>670>000","","","",""
"","","","%yjdr;  nrytpdk;","237>900>000","","","",""
"","","mikT tUkhW :—","","","","","",""
"5","jiyg;G","157","","Njrpa  rftho;T>  fye;Jiuahly;fs;  kw;Wk;  murfUk  nkhopfs;  mikr;rh;","","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","","385>405>000","223>900>000",""
"","jiyg;G","236","mur fUk nkhopfs; jpizf;fsk;","","","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","","139>265>000","14>000>000",""
"","","","mur  njhopy;Kaw;rpfs;  mgptpUj;jp  mikr;R","","","","",""
"10","","","kPz;LtUk; nrytpdk;","283>400>000","","","",""
"","","","%yjdr;  nrytpdk;","5>289>000>000","","","",""
"","","mikT tUkhW :—","","","","","","xJf;fPL;"
"","jiyg;G","158","mur  njhopy;Kaw;rpfs;  mgptpUj;jp  mikr;rh;","","","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","","233>400>000","227>000>000",""
"15","","","epfo;r;rpj;jpl;lk;   02  mgptpUj;jpr; nraw;ghLfs;","","","50>000>000","5>062>000>000",""
"","","","","Rw;Wyhj;Jiw  mgptpUj;jp  kw;Wk;  fpwp];jt  rka  mYty;fs;  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","512>507>000","","","",""
"","","","%yjdr;  nrytpdk;","511>970>000","","","",""
"","","mikT tUkhW :—","","","","","",""
"20","jiyg;G","159","","Rw;Wyhj;Jiw mgptpUj;jp kw;Wk; fpwp];jt rka mYty;fs;  mikr;",";rh;","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","","138>760>000","9>900>000",""
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","","300>000>000","470>000>000",""
"","jiyg;G","203","fpwp];jt  rka  mYty;fs;  jpizf;fsk;","","","","",""
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","","73>747>000","32>070>000","33"
