"Head","317","North  Central  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","13,544,000,000","—"
"","","Programme  02","Development  Activities","—","2,605,100,000"
"Head","318","Uva  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","15,241,000,000","—"
"","","Programme  02","Development  Activities","—","3,736,170,000"
"Head","319","Sabaragamuwa  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","18,038,000,000","—"
"","","Programme  02","Development  Activities","—","4,760,100,000"
"Head","321","Eastern  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","16,484,000,000","—"
"","","Programme  02","Development  Activities","—","2,869,320,000"
