"153 Department  of  Measurement","","29801 Advances  to  Public  Officers","7,000,000","3,200,000","30,000,000","—"
"Units,  Standards  and","","","","","",""
"Services","","","","","",""
"154 National  Intellectual  Property","","29901 Advances  to  Public  Officers","2,500,000","1,000,000","10,000,000","—"
"Office  of  Sri  Lanka","","","","","",""
"155 Department  of  Food","","30001 Advances  to  Public  Officers","7,000,000","3,000,000","40,000,000","—"
"Commissioner","","","","","",""
"156 Department  of  Co-operative","","30101 Advances  to  Public  Officers","5,000,000","2,000,000","20,000,000","—"
"Development  (Registrar","","","","","",""
"of  Co-operative  Societies)","","","","","",""
"157 Co-operative  Employees","30201","Advances  to  Public  Officers","1,500,000","300,000","5,000,000","—"
"Commission","","","","","",""
"158 Department  of  Textile","30301","Advances  to  Public  Officers","5,000,000","3,000,000","25,000,000","—"
"Industries","","","","","",""
"159 Department  of  Meteorology","30401","Advances  to  Public  Officers","11,000,000","6,000,000","55,000,000","—"
"160 Department  of  Sri  Lanka","30601","Advances  to  Public  Officers","495,000,000","285,000,000","1,500,000,000","—"
"Railways","","","","","",""
"161 Department  of  Sri  Lanka","30602    Railway  Stores  Advance","","2,000,000,000","1,800,000,000","6,935,000,000","1,000,000,000"
"Railways","Account","","","","",""
"162 Department  of  Motor  Traffic","30701","Advances  to  Public  Officers","31,000,000","17,000,000","135,000,000","—"
"163 Department  of  Posts","30801","Advances  to  Public  Officers","660,000,000","540,000,000","2,200,000,000","—"
"164 Department  of  Buildings","30901","Advances  to  Public  Officers","19,000,000","10,000,000","75,000,000","—"
"165 Government  Factory","31001","Advances  to  Public  Officers","26,000,000","18,000,000","128,000,000","—"
"166 Government  Factory","31002","Government  Factory  Stores","120,000,000","120,000,000","40,000,000","40,000,000"
"","Advance Account","","","","",""
