"","","","","","4"
"Head","","","","Recurrent","Capital"
"No.","","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"Head","2 2","","Office  of  the  Parliamentary  Commissioner  for  Administration","",""
"","","Programme  01","Operational  Activities","10,050,000","500,000"
"","","Ministry  of    Buddha  Sasana","","",""
"","","Recurrent","","862,330,000",""
"","","Capital","","559,980,000",""
"Head","101","Minister  of  Buddha  Sasana","","",""
"","","Programme  01","Operational  Activities","147,650,000","9,230,000"
"","","Programme  02","Development  Activities","—","457,000,000"
"Head","201","Department  of  Buddhist  Affairs","","",""
"","","Programme  01","Operational  Activities","44,280,000","9,750,000"
"","","Programme  02","Development  Activities","670,400,000","Appropriation (Amendment) Act, No. 1 of 2015
84,000,000"
"","","Ministry  of  Finance","","",""
"","","Recurrent","267,351,797,000","",""
"","","Capital","275,389,187,000","",""
"Head","102","Minister  of  Finance","","",""
"","","Programme  01","Operational  Activities","617,600,000","1,531,500,000"
"","","Programme  02","Development  Activities","—","1,546,320,000"
"Head","238","Department  of  Fiscal  Policy","","",""
"","","Programme  01","Operational  Activities","75,880,000","2,500,000"
"Head","240","Department  of  National  Budget","","",""
"","","Programme  01","Operational  Activities","2,348,700,000","3,006,900,000"
"","","Programme  02","Development  Activities","237,627,037,000","220,012,417,000"
"Head","241","Department  of  Public  Enterprises","","",""
"","","Programme  01","Operational  Activities","55,400,000","5,400,000"
