"","","","","Rs.","Rs."
"","","Ministry  of  Food  Security","","",""
"","","Recurrent","677,200,000","",""
"","","Capital","691,200,000","",""
"Made  up  as  follows  :—","","","","",""
"Head","116","Minister  of  Food  Security","","",""
"","","Programme  01","Operational  Activities","333,450,000","256,830,000"
"","","Programme  02","Development  Activities","—","168,000,000"
"Head","298","","Department  of  Measurement  Units,  Standards  and  Services","",""
"","","Programme  01","Operational  Activities","74,000,000","220,500,000"
"Head","300","Department  of  Food  Commissioner","","",""
"","","Programme  01","Operational  Activities","204,240,000","21,530,000"
"Head","301","","Department  of  Co-operative  Development  (Registrar  of  Co-operative  Societies)","",""
"","","Programme  01","Operational  Activities","53,000,000","23,205,000"
"Head","302","Co-operative  Employees  Commission","","",""
"","","Programme  01","Operational  Activities","12,510,000","1,135,000"
