"Y
S
¾I","","","m
q
krdj¾;k","u
,Ok"
"wxlh","","","úhoï","úhoï"
"","","","re'","re'"
"YS¾I  210","m%jD;a;s  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","207,300,000","14,600,000"
"YS¾I 211","rcfha  uqøK  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","1,708,350,000","164,000,000"
"","bÈlsÍï""  bxðfkare  fiajd""  ksjdi  iy  fmdÿ  myiqlï  wud;HdxYh","","",""
"","mqkrdj¾;k","808,725,000","",""
"","uQ,Ok","4,000,000,000","",""
"","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"YS¾I 123","bÈlsÍï""  bxðfkare  fiajd""  ksjdi  iy  fmdÿ  myiqlï  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","230,900,000","8,900,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","100,500,000","3,778,000,000"
"YS¾I 309","f.dvke.s,s  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","78,050,000","18,800,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","176,550,000","33,600,000"
"YS¾I 310","rcfha  l¾udka;  Yd,dj","","",""
"","jevigyk  01  fufyhqï  jevigyk","","37,675,000","43,700,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","27,300,000","108,500,000"
"YS¾I 311","cd;sl  fN!;sl  ie,iqï  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","157,750,000","8,500,000"
