"Head","214","University  Grants  Commission","","",""
"","","Programme  02  Development  Activities","18,641,181,000","10,291,000,000",""
"","","Ministry  of  Public  Management  Reforms","","",""
"","","Recurrent
122,800,000","","",""
"","","Capital
100,650,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head","173","Minister  of  Public  Management  Reforms","","",""
"","","Programme  01
Operational  Activities","122,800,000","100,650,000",""
"","","Ministry  of  Rehabilitation  and  Prison  Reforms","","",""
"","","Recurrent
4,465,715,000","","",""
"","","Capital
1,252,700,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head","174","Minister  of  Rehabilitation  and  Prison  Reforms","","","Appropriation Act, No. 36 of 2013"
"","","Programme  01
Operational  Activities","434,815,000","135,500,000",""
"Head","232","Department  of  Prisons","","",""
"","","Programme  01
Operational  Activities","3,951,250,000","1,110,500,000",""
"Head","326","Department  of  Community  Based  Corrections","","",""
"","","Programme  01
Operational  Activities","79,650,000","6,700,000",""
"","","Ministry  of  State  Resources  and  Enterprise  Development","","",""
"","","Recurrent
91,780,000","","",""
"","","Capital
168,850,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head","175","Minister  of  State  Resources  and  Enterprise  Development","","",""
"","","Programme  01
Operational  Activities","91,780,000","33,850,000",""
"","","Programme  02
Development  Activities","—","135,000,000","31"
