"Head","","","Recurrent","Capital","34"
"No.","","","Expenditure","Expenditure",""
"","","","Rs.","Rs.",""
"","Ministry  of  Foreign  Employment  Promotion  and  Welfare","","","",""
"","Recurrent","351,300,000","","",""
"","Capital","210,350,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head
182","Minister  of  Foreign  Employment  Promotion  and  Welfare","","","",""
"","Programme  01
Operational  Activities","","45,650,000","4,200,000",""
"","Programme  02
Development  Activities","","305,650,000","206,150,000",""
"","Ministry  of  Public  Relations  and  Public  Affairs","","","",""
"","Recurrent","74,180,000","","",""
"","Capital","175,300,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head
183","Minister  of  Public  Relations  and  Public  Affairs","","","","Appropriation Act, No. 36 of 2013"
"","Programme  01
Operational  Activities","","74,180,000","175,300,000",""
"","Ministry  of  Private  Transport  Services","","","",""
"","Recurrent","566,425,000","","",""
"","Capital","178,300,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head
184","Minister  of  Private  Transport  Services","","","",""
"","Programme  01
Operational  Activities","","66,425,000","40,300,000",""
"","Programme  02
Development  Activities","","500,000,000","138,000,000",""
"","Ministry  of  Telecommunication  and  Information  Technology","","","",""
"","Recurrent","202,640,000","","",""
"","Capital","1,755,750,000","","",""
"Made  up  as  follows  :—","","","","",""
"Head
185","Minister  of  Telecommunication  and  Information  Technology","","","",""
"","Programme  01
Operational  Activities","","88,340,000","148,150,000",""
"","Programme  02
Development  Activities","","114,300,000","1,607,600,000",""
