"178","lDIsl¾u  fomd¾;fïka;=j
28501","rcfha  ks,Odßkag  w;a;sldrï","250""000""000","116""700""000","1""000""000""000","-"
"179","lDIsl¾u  fomd¾;fïka;=j
28502","lDIsld¾ñl  f.dúm<  kv;a;=j","","","",""
"","","yd îc wf,úh","620""000""000","620""000""000","70""000""000","-"
"180","bvï  flduidßia  ckrd,a","","","","",""
"","fomd¾;fïka;=j
28601","rcfha  ks,Odßkag  w;a;sldrï","20""000""000","9""100""000","90""000""000","-"
"181","bvï  ysñlï  ksrjq,a  lsÍfï","","","","",""
"","fomd¾;fïka;=j
28701","rcfha  ks,Odßkag  w;a;sldrï","14""000""000","9""900""000","105""000""000","-"
"182","Y%
S  ,xld  ñkskafodare  fomd¾;fïka;=j 28801","rcfha  ks,Odßkag  w;a;sldrï","92""000""000","68""900""000","450""000""000","-"
"183","wmkhk  lDIsl¾u  fomd¾;fïka;=j
28901","rcfha  ks,Odßkag  w;a;sldrï","36""000""000","19""100""000","130""000""000","-"
"184","ëjr  yd  c,c  iïm;a","","","","",""
"","fomd¾;fïka;=j
29001","rcfha  ks,Odßkag  w;a;sldrï","23""000""000","14""400""000","110""000""000","-"
"185","fjr<  ixrlaIK  yd  fjr<  iïm;a","","","","",""
"","l<ukdlrK  fomd¾;fïka;=j
29101","rcfha  ks,Odßkag  w;a;sldrï","11""000""000","5""200""000","48""000""000","-"
"186","i;a;aj  ksIamdok  yd  fi!LH","","","","",""
"","fomd¾;fïka;=j
29201","rcfha  ks,Odßkag  w;a;sldrï","32""000""000","16""500""000","120""000""000","-"
"187","rn¾  ixj¾Ok  fomd¾;fïka;=j
29301","rcfha  ks,Odßkag  w;a;sldrï","15""000""000","13""000""000","60""000""000","-"
"188","cd;sl  i;afjdaoHdk  fomd¾;fïka;=j 29401","rcfha  ks,Odßkag  w;a;sldrï","31""000""000","9""600""000","105""000""000","-"
"189","jd‚c  fomd¾;fïka;=j
29501","rcfha  ks,Odßkag  w;a;sldrï","5""600""000","2""700""000","22""000""000","-"
"190","wdkhk iy wmkhk md,k","","","","",""
"","fomd¾;fïka;=j
29601","rcfha  ks,Odßkag  w;a;sldrï","4""000""000","2""100""000","20""000""000","-"
