"","","","","","wju iSud","","",""
"","","","","re'","re'","re'","re'",""
"98","cd;sl  f,aLkdrlaIl","","","","","","",""
"","fomd¾;fïka;=j","20901","rcfha  ks,Odßkag  w;a;sldrï","6""800""000","3""600""000","30""000""000","-",""
"99","m%jD;a;s  fomd¾;fïka;=j","21001","rcfha  ks,Odßkag  w;a;sldrï","11""600""000","5""400""000","50""000""000","-",""
"100","rcfha  uqøK  fomd¾;fïka;=j","21101","rcfha  ks,Odßkag  w;a;sldrï","72""000""000","40""500""000","350""000""000","-","2020 wxl 6 ork úi¾ck mk;"
"101","úNd.  fomd¾;fïka;=j","21201","rcfha  ks,Odßkag  w;a;sldrï","31""000""000","20""200""000","110""000""000","-",""
"102","wOHdmk  m%ldYk  fomd¾;fïka;=j","21301","rcfha  ks,Odßkag  w;a;sldrï","15""000""000","5""200""000","46""000""000","-",""
"103","wOHdmk  m%ldYk  fomd¾;fïka;=j","21302","fmd;a  uqøKh""  m%pdrKh  yd","","","","",""
"","","","wf,úh","4""600""000""000","4""650""000""000","12""000""000""000 1""600""000""000","",""
"104","ld¾ñl wOHdmk yd mqyqKq lsÍfï","","","","","","",""
"","fomd¾;fïka;=j","21501","rcfha  ks,Odßkag  w;a;sldrï","36""000""000","24""300""000","200""000""000","-",""
"105","iudc  fiajd  fomd¾;fïka;=j","21601","rcfha  ks,Odßkag  w;a;sldrï","18""800""000","13""400""000","90""000""000","-",""
"106","mßjdi yd <udrlaIl fiajd","","","","","","",""
"","fomd¾;fïka;=j","21701","rcfha  ks,Odßkag  w;a;sldrï","15""500""000","8""200""000","80""000""000","-",""
