"தலைப்பு","","","","ம
ீ
ண்டுவரும்","மூைதன"
"இை.இை.","","","","செைவினம்","செைவினம்"
"","","","","ரூபாரூபா","ரூபாரூபா"
"தலைப்பு","207","சதால்சபாருைியல் திலைக்்கைம்","","",""
"","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","384,000,000","35,500,000"
"","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","1,862,000,000","372,500,000"
"தலைப்பு","208","மதசிய நூதனசாலை்கள் திலைக்்கைம்","","",""
"5","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","106,500,000","13,800,000"
"","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","358,500,000","236,200,000"
"தலைப்பு","209","மதசிய சுவடிக்்காப்புத் திலைக்்கைம்","","",""
"","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","224,000,000","56,800,000"
"","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","108,000,000","1,253,200,000"
"10","","நிதி, திட்்டேி்டல் ேற்றும் சபாருைாதார அபிவிருத்தி அலே்சசு","","",""
"","","ேகீண்டுவரும் சசைவினம்","343,834,000,000","",""
"","","மூைதன சசைவினம்","290,948,000,000","",""
