"","10","இலஞ்சம்​","2023​ஆம்​ஆண்டின்​9​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","அல்லது​ஊழல்​","இலக்்க,​ஊழல்​எதிர்ப்புச்​சட்்டம்","பசயல்முணறச்​","","",""
"","","","","","21,600,000","​-​​​","21,600,000"
"","","குற்றச்சடாட்டு்கள்​","","பசயற்்படாடு்கள்","","",""
"","","்பற்றிய​சடாத்துதல்​","","","","",""
"5","","்கணள​புலனடாய்வு​","","","","",""
"","","பசய்வதற்்கடான​","","","","",""
"","","ஆணைக்குழு​","","","","",""
"","16","்படாரடாளுமன்றம்","அரசியலணமப்்பின்​65ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","","உறுப்புணர​","பசயல்முணறச்​","","",""
"","","","","","2,600,000","​-​​​","2,600,000"
"","","","","பசயற்்படாடு்கள்","","",""
"10","20","வதர்தல்்கள்​","அரசியலணமப்்பின்​103ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","ஆணைக்குழு","உறுப்புணர","பசயல்முணறச்​","","",""
"","","","","","6,000,000","​-​​​","6,000,000"
"","","","","பசயற்்படாடு்கள்","","",""
"","21","்கைக்்கடாய்வடாளர்​","அரசியலணமப்்பின்​153ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","அதி்பதி​","உறுப்புணர​","பசயல்முணறச்​","","",""
"","","","","","2,200,000","-​​​","2,200,000"
"","","திணைக்்களம்","","பசயற்்படாடு்கள்","","",""
"15","22","நிர்வடா்கத்திற்்கடான​","அரசியலணமப்்பின்​156ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","்படாரடாளுமன்ற​","உறுப்புணர​","பசயல்முணறச்​","","",""
"","","","","","1,700,000","​-​​​","1,700,000"
"","","ஆணையடாளர்​","","பசயற்்படாடு்கள்","","",""
"","","அலுவல்கம்","","","","",""
"","23","்கைக்்கடாய்வு​","அரசியலணமப்்பின்​153அ​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"20","","வசணவ​","உறுப்புணர​","பசயல்முணறச்​","","",""
"","","","","","5,200,000","​-​​​","5,200,000"
"","","ஆணைக்குழு","","பசயற்்படாடு்கள்","","",""
"","24","வதசிய​ப்பறுண்க​","அரசியலணமப்்பின்​156ஆ​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","",""
"","","ஆணைக்குழு","உறுப்புணர","பசயல்முணறச்​","","",""
"","","","","","6,000,000","​-​​​","6,000,000"
"","","","","பசயற்்படாடு்கள்","","",""
