"","62","நன்ன்டத்ணத​மற்றும்​","21701","அைெ​","","","",""
"","","ெிறுவர்​்பைறாமறாிப்பு​","","அலுவலர்களுக்கறான​","","","",""
"","","மெணவகள்​திணைக்களம்","","முற்்பைம்","31,000,000​","17,000,000​","61,000,000​","​-​"
"","63","விணளயறாட்டுத்துண்ற​","21901","அைெ​","","","",""
"5","","அ்பிவிருத்தித்​","","அலுவலர்களுக்கறான​","","","",""
"","","திணைக்களம்","","முற்்பைம்","25,000,000​","14,000,000​","101,000,000​","​-​"
"","64","ஆயுர்மவத​திணைக்களம்","22001","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","70,000,000​","49,000,000​","170,000,000​","​-​"
"10","65","சதறாழில்​திணைக்களம்","22101","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","177,000,000​","119,000,000​","​400,000,000​","​-​"
"","66","இலங்ணகத்​தணைப்்பண்ட","22201","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"15","","","","முற்்பைம்","​3,000,000,000​","3,000,000,000​","​51,000,000,000​","​-​"
"","67","இலங்ணக​க்டற்்பண்ட","22301","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","​800,000,000​","580,000,000​","​1,560,000,000​","​-​"
"","68","இலங்ணகக்​க்டற்்பண்ட","22302","களஞ்ெியெறாணலகள்​","","","",""
"20","","","","முற்்பைக்​கைக்கு​","","","",""
"","","","","(சவடிப்ச்பறாருட்கள்)","1,800,000,000​","​2,000,000,000​","497,000,000​","​-​"
"","69","இலங்ணக​வறான்்பண்ட","22401","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","750,000,000​","440,000,000​","1,300,000,000​","​-​"
"25","70","ச்பறாலிஸ்​திணைக்களம்","22501","அைெ​","","","",""
"","","","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","2,450,000,000​","​1,300,000,000​","20,000,000,000​","​-​"
"","71","குடிவைவு​குடியகல்வுத்​","22601","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","73,000,000​","55,000,000​","205,000,000​","​-​"
"30","","","","","","","",""
