"","தலைப்பு","7","நகீதி்ச மசலவ ஆலைக்குழு","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","171,350,000","9,800,000"
"","தலைப்பு","8","மதசிய சபாலிஸ் ஆலைக்குழு","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","248,400,000","13,500,000"
"5","தலைப்பு","9","நிருவா்க மேன்முலையீட்டு நியாயசலப","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","50,850,000","2,150,000"
"","தலைப்பு","10","இைஞ்சம் அல்ைது ஊழல்்கள் பற்ைிய சாத்துதல்்கலை புைனாய்வு","",""
"","","","சசய்வதற்்கான ஆலைக்குழு","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","2,056,400,000","31,000,000"
"10","தலைப்பு","11","நிதி ஆலைக்குழு அலுவை்கம்","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","155,600,000","6,400,000"
"","தலைப்பு","13","இைங்ல்க ேனித உாிலே்கள் ஆலைக்குழு","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","451,000,000","43,000,000"
"","தலைப்பு","16","பாராளுேன்ைம்","",""
"15","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","4,345,850,000","931,550,000"
"","தலைப்பு","17","பாராளுேன்ை சலப முதல்வாின் அலுவை்கம்","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","82,000,000","3,000,000"
"","தலைப்பு","18","பாராளுேன்ை அரசாங்்க ்கட்சியின் முதற்ம்காைாசானின் அலுவை்கம்","",""
"","","","நி்கழ்்சசித்திட்்டம் 01 
சசயல்முலை்ச சசயற்பாடு்கள்","87,000,000","3,000,000"
