"115","Sri  Lanka  Customs","24702","Expenses  in  connection  with","5,500,000","1,200,000","18,000,000","—"
"","","","Seized  and  Forfeited    Goods","","","",""
"116","Department  of  Excise","24801","Advances  to  Public  Officers","53,000,000","20,100,000","190,000,000","—"
"117","Department  of  Treasury","24901","Advances  to  Public  Officers","9,500,000","2,800,000","38,000,000","—"
"","Operations","","","","","",""
"118","Department of State Accounts","25001","Advances  to  Public  Officers","9,500,000","2,400,000","30,000,000","—"
"119","Department of State Accounts","25002","Advances  for  Payments  on","5,550,000","5,550,000","4,800,000","—"
"","","","behalf  of  other  Governments","","","",""
"120","Department of State Accounts","","25003 Miscellaneous  Advances","50,000,000","250,000,000","200,000,000","—"
"121","Department  of  Valuation","25101","Advances  to  Public  Officers","15,000,000","11,000,000","67,000,000","—"
"122","Department  of  Census  and","25201","Advances  to  Public  Officers","55,000,000","19,500,000","215,000,000","—"
"","Statistics","","","","","",""
"123","Department  of  Pensions","25301","Advances  to  Public  Officers","45,000,000","6,000,000","150,000,000","—"
"124","Department  of  Registrar","25401","Advances  to  Public  Officers","72,000,000","29,000,000","205,000,000","—"
"","General","","","","","",""
"125","District Secretariat, Colombo","25501","Advances  to  Public  Officers","49,000,000","35,000,000","170,000,000","—"
"126","District Secretariat, Gampaha","25601","Advances  to  Public  Officers","63,000,000","50,000,000","234,000,000","—"
"127","District  Secretariat,  Kalutara","25701","Advances  to  Public  Officers","65,000,000","42,000,000","227,000,000","—"
"128","District  Secretariat,  Kandy","25801","Advances  to  Public  Officers","70,000,000","37,000,000","214,000,000","—"
"129","District  Secretariat,  Matale","25901","Advances  to  Public  Officers","46,000,000","32,000,000","150,000,000","—"
"130","District  Secretariat,","26001","Advances  to  Public  Officers","35,000,000","17,000,000","105,000,000","—"
"","Nuwara-Eliya","","","","","",""
"131","District  Secretariat,  Galle","26101","Advances  to  Public  Officers","58,000,000","41,300,000","211,000,000","—"
"132","District  Secretariat,  Matara","26201","Advances  to  Public  Officers","47,000,000","33,000,000","183,000,000","—"
"133","District  Secretariat,","26301","Advances  to  Public  Officers","45,000,000","23,000,000","147,000,000","—"
"","Hambantota","","","","","",""
"134","","District  Secretariat/Kachcheri, 26401","Advances  to  Public  Officers","40,000,000","23,000,000","98,000,000","—"
"","Jaffna","","","","","",""
