"","","","","THIRD  SCHEDULE  —  ESTIMATE —2010","III","IV","V"
"SRL","Ministry  /  Department","Item","Activities  of  the  Government","Maximum","Minimum","Maximum","Maximum"
"No.","","No.","","Limits  of","Limits  of","Limits  of","Limits of"
"","","","","Limits  of  Advance  Account  Activities —2010","","",""
"","","","","Expenditure","Receipts","Debit  Balances","Liabilities"
"","","","","of  Activities","of  Activities","of  Activities","of  Activities"
"","","","I","II","III","IV","V"
"","","","","of  the","of  the","of  the","of  the"
"SRL","Ministry/Department","Item","Activities  of  the  Government","Maximum","Minimum","Maximum","Maximum"
"","","","","Government","Government","Government","Government"
"No.","","No.","","Limits  of","Limits  of","Limits  of","Limits of"
"","","","","Expenditure","Receipts","Debit  Balances","Liabilities"
"","","","","of  Activities","of  Activities","of  Activities","of  Activities"
"","","","","of  the","of  the","of  the","of  the"
"","","","","Government","Government","Government","Government"
"","","","","Rs.","Rs.","Rs.","Rs."
"1","His  Excellency  the  President","00101","Advances  to  Public  Officers","25,000,000","12,000,000","90,000,000","—"
"2","Office  of  the  Prime  Minister","00201","Advances  to  Public  Officers","7,000,000","3,300,000","30,000,000","—"
"3","Judges  of  the  Superior  Courts 00301","","Advances  to  Public  Officers","2,200,000","1,450,000","10,000,000","—"
"4","Office  of  the  Cabinet  of","00401","Advances  to  Public  Officers","1,600,000","1,500,000","15,000,000","—"
"","Ministers","","","","","",""
"5","Parliament","00501","Advances  to  Public  Officers","37,500,000","18,500,000","165,000,000","—"
"6","Office  of  the  Leader  of  the","00601","Advances  to  Public  Officers","1,500,000","900,000","6,000,000","—"
"","House  of  Parliament","","","","","",""
"7","Office  of  the  Chief    Govern-","00701","Advances  to  Public  Officers","2,000,000","900,000","8,000,000","—"
"","ment  Whip  of    Parliament","","","","","",""
"8","Office  of  the  Leader  of  the","00801","Advances  to  Public  Officers","2,000,000","1,100,000","9,000,000","—"
"","Opposition  of  Parliament","","","","","",""
"9","Public  Service  Commission","01201","Advances  to  Public  Officers","7,441,000","3,000,000","31,000,000","—"
"1 0","Judicial  Service  Commission","01301","Advances  to  Public  Officers","4,000,000","1,800,000","17,500,000","—"
"1 1","National  Police  Commission","01401","Advances  to  Public  Officers","3,500,000","1,000,000","12,000,000","—"
