"","","Ministry  of  External  Affairs","","",""
"","","Recurrent","5,517,095,000","",""
"","","Capital","","956,279,000",""
"Made  up  as  follows  :—","","","","",""
"Head","112","Minister  of  External  Affairs","","",""
"","","Programme  01","Operational  Activities","117,863,000","17,984,000"
"","","Programme  02","Development  Activities","5,399,232,000","938,295,000"
"","","Ministry  of  Ports  and  Aviation","","",""
"","","Recurrent","","269,320,000",""
"","","Capital","30,631,015,000","",""
"Made  up  as  follows  :—","","","","",""
"Head","113","Minister  of  Ports  and  Aviation","","","Appropriation Act, No. 7 of 2010"
"","","Programme  01","Operational  Activities","155,690,000","6,865,000"
"","","Programme  02","Development  Activities","—","30,405,000,000"
"Head","291","Department  of  Coast  Conservation","","",""
"","","Programme  01","Operational  Activities","113,630,000","219,150,000"
"","","Ministry  of  Transport","","",""
"","","Recurrent","12,913,254,000","",""
"","","Capital","22,186,450,000","",""
"Made  up  as  follows  :—","","","","",""
"Head","114","Minister  of  Transport","","",""
"","","Programme  01","Operational  Activities","117,850,000","30,100,000"
"","","Programme  02","Development  Activities","4,211,500,000","17
1,820,200,000"
