"","","","tpisahl;Lj;Jiw  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","482>140>000","","",""
"","","","%yjdr;  nrytpdk;","1>308>580>000","","",""
"mikT  tUkhW","",":","","","","",""
"jiyg;G","136","","tpisahl;Lj;Jiw mikr;rh;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","104>410>000","54>700>000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","111>225>000","118>930>000",""
"jiyg;G","219","","tpisahl;Lj;Jiw  mgptpUj;jpj;  jpizf;fsk;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","76>230>000","8>950>000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","190>275>000","1>126>000>000",""
"","","","RNjr kUj;Jtj;Jiw mikr;R","","","","rl;lk;
2010 Mk; Mz;bd; 20 Mk; ,yf;f> xJf;fPl;Lr;"
"","","","kPz;LtUk; nrytpdk;","787>317>000","","",""
"","","","%yjdr;  nrytpdk;","288>960>000","","",""
"mikT  tUkhW","",":","","","","",""
"jiyg;G","138","","RNjr kUj;Jtj;Jiw mikr;
;rh;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","169>750>000","69>100>000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","-","80>010>000",""
"jiyg;G","220","","MAh;Ntj  jpizf;fsk;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","184>438>000","7>200>000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","433>129>000","132>650>000","31"
