"","YS¾I  326","m%cd  mdol  úfYdaOk  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","550,000,000             10,000,000",""
"","","fi!LH  wud;HdxYh","","",""
"","","mqkrdj¾;k","266,999,998,000","",""
"","","uQ,Ok","55,000,000,000","",""
"5","","","","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I 111","fi!LH  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","124,566,998,000                5,382,000,000",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","140,483,000,000            49,558,000,000",""
"10","YS¾I  220","wdhq¾fõo  fomd¾;fïka;=j","","","úi¾ck"
"","","jevigyk  01  fufyhqï  jevigyk","","133,000,000              6,000,000",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","1,817,000,000             54,000,000",""
"","","úfoaY  lghq;=  wud;HdxYh","","",""
"","","mqkrdj¾;k","18,600,000,000","",""
"15","","uQ,Ok","400,000,000","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I 112","úfoaY  lghq;=  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","131,650,000               7,000,000",""
