"11",",yQ;rk;  my;yJ  Coy;","01002",",yQ;rj;ijf; fz;Lgpbg;","","",""
"","Fw;wr;rhl;Lfis tprhuiz","","gjw;fhf ,yQ;rk; toq;F","","",""
"","nra;tjw;fhd  Mizf;FO","","tjw;F  gzkhf  gad;","","",""
"","","","gLj;Jtjw;fhd","","",""
"","","","Kw;gzk;","7>000>000
               1>500>000","12>000>000","—"
"12","epjp  Mizf;FO  mYtyfk;","01101","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","3>500>000
        1>000>000","20>000>000","—"
"13","Njrpa  fy;tp  Mizf;FO","01201","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","1>500>000
            600>000","6>000>000","—"
"14","rl;lkh  mjpgh;    jpizf;fsk;","01401","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","25>000>000
            12>000>000","90>000>000","—"
"15","rl;ltiuQh;  jpizf;fsk;","01501","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","5>300>000
         2>000>000","24>000>000","—"
"16","ghuhSkd;wk;","01601","mur  mYtyh;fSf;fhd","","",""
"","","","Kw;gzk;","39>000>000
         24>000>000","175>000>000","—"
"17","ghuhSkd;w  Kjy;thpd;","01701","mur  mYtyh;fSf;fhd","","",""
"","mYtyfk;","","Kw;gzk;","1>500>000
            800>000","3>500>000","—"
"18","ghuhSkd;w  gpujk  murhq;f","01801","mur  mYtyh;fSf;fhd","","",""
"","nfhwlhtpd;  mYtyfk;","","Kw;gzk;","1>500>000
              1>000>000","8>500>000","—"
