"","","","%yjdr;  nrytpdk;","40,500,000,000","",""
"","","mikT  tUkhW  :—","","","",""
"5","jiyg;G","420","","khfhz  rigfs;  kw;Wk;  cs;~uhl;rp  mYty;fs;  ,uh[hq;f  mikr;rh;","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","308,000,000","44,000,000"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","300,000,000","14,456,000,000"
"","jiyg;G","312","Nky; khfhz rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","50,008,000,000","-"
"","","","","","","2,216,000,000"
"10","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-",""
"","jiyg;G","313","kj;jpa khfhz rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","37,459,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","2,899,000,000"
"","jiyg;G","314","njd; khfhz rig","","",""
"","","","","","35,507,000,000",""
"15","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","2,712,000,000"
"","jiyg;G","315","tl khfhz rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","26,428,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","3,208,000,000"
"20","jiyg;G","316","tlNky; khfhz rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","33,542,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","2,688,000,000"
