"","Head   228","Courts Administration","","",""
"","","Programme 01","Operational Activities","13,601,200,000","4,980,000,000"
"","Head   229","Attorney General's  Department","","",""
"","","Programme 01","Operational Activities","2,569,000,000","79,000,000"
"5","Head   230","Legal Draftsman's  Department","","",""
"","","Programme 01","Operational Activities","234,200,000","38,200,000"
"","Head   231","Department of Debt Conciliation Board","","",""
"","","Programme 01","Operational Activities","94,200,000","3,800,000"
"","Head   232","Department of Prisons","","",""
"10","","Programme 01","Operational Activities","18,760,800,000","3,627,000,000"
"","Head   233","Department of Government Analyst","","",""
"","","Programme 01","Operational Activities","873,000,000","626,000,000"
"","Head   234","Office of the Registrar of the Supreme Court","","",""
"","","Programme 01","Operational Activities","454,300,000","34,500,000"
"15","Head   235","Law Commission of Sri Lanka","","",""
"","","Programme 01","Operational Activities","30,800,000","3,700,000"
"","Head   236","Department of Official Languages","","",""
"","","Programme 01","Operational Activities","216,100,000","15,500,000"
