"","60","කපාර්මික අ්ධ‍යපා්න","21501","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         60,000,000             42,000,000          220,000,000","-"
"","","හපා පුහුණු කිරීගම","","",""
"","","ගද්පාර්ත්ගමන්තුව","","",""
"","61","සමපාජ ගසේවපා","21601","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         26,000,000             20,000,000            90,000,000","-"
"","","ගද්පාර්ත්ගමන්තුව","","",""
"5","","","","",""
"","62","්රිවපාස හපා ළමපාරක්්ෂක","21701","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         18,000,000             12,000,000            45,000,000","-"
"","","ගසේවපා ගද්පාර්ත්ගමන්තුව","","",""
"","63","ක්‍රීඩපා සංවර්්ධන","21901","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         15,000,000             11,000,000            53,000,000","-"
"","","ගද්පාර්ත්ගමන්තුව","","",""
"10","64","ආයුර්ගේද","22001","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         55,000,000             35,000,000          150,000,000","-"
"","","ගද්පාර්ත්ගමන්තුව","","",""
"","65","කමකරු ගද්පාර්ත්ගමන්තුව","22101","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         75,000,000             86,000,000          290,000,000","-"
"","66","ශ්‍රී ලංකපා යුද්ධ හමුදපාව","22201","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම    2,500,000,000        2,300,000,000       4,000,000,000","-"
"","67","ශ්‍රී ලංකපා නපාවික හමුදපාව","22301","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම       550,000,000           360,000,000       1,000,000,000","-"
"15","68","ශ්‍රී ලංකපා නපාවික හමුදපාව","22302","ගබඩපා අත්තිකපාරම ගිණුම 
   2,500,000,000  3,000,000,000 
        700,000,000","-"
"","","","","(පුපුරණ ද්‍රව‍ය)",""
"","69","ශ්‍රී ලංකපා ගුවන් හමුදපාව","22401","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම       450,000,000           265,000,000       1,500,000,000","-"
"","70","ග්පාලිසේ ගද්පාර්ත්ගමන්තුව","22501","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම    1,900,000,000           820,000,000       2,500,000,000","-"
"","71","ආගමන හපා විගමන","22601","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         35,000,000             42,000,000          180,000,000","-"
"","","ගද්පාර්ත්ගමන්තුව","","",""
"20","72","පුදගලයින් ලියපා්දිංචි","22701","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         45,000,000             45,000,000          230,000,000","-"
"","","කිරීගම ගද්පාර්ත්ගමන්තුව","","",""
