"","","ශීර්්ෂ","","","","පුනරාවර්තන","මූලධන","16"
"","අ
ං","කය","","","","වියෙම","වියෙම",""
"","","ශීර්්ෂ","220","ආයුර්ගේද ගද්පාර්ත්ගමන්තුව","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","330,000,000","90,000,000",""
"","","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","3,865,000,000","890,000,000",""
"","","ශීර්්ෂ","308","ත්ැ්ැල් ගද්පාර්ත්ගමන්තුව","","","",""
"5","","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","21,823,000,000","2,095,000,000",""
"","","","","වියදශ් කටයුතු, වියදශ් රැකියා සහ සංචාරක අමාත‍යාංශ්ය","","","",""
"","","","","පුනරාවර්තන","19,407,000,000","","",""
"","","","","මූලධන","2,056,000,000","","",""
"","","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
"10","","ශීර්්ෂ","112","විගදශ කටයුතු, විගදශ රැකියපා සහ සංචපාරක අමපාත්‍යවරයපා","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","1,190,000,000","61,000,000","විසර්ජන"
"","","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","18,217,000,000","1,995,000,000",""
"","","","","යවළඳ, වාණිජ, ආහාර සුරක්ෂිතතා සහ සමූපකාර සංවර්ධන අමාත‍යාංශ්ය","","","",""
"","","","","පුනරාවර්තන","2,167,000,000","","",""
"15","","","","මූලධන","397,000,000","","",""
"","","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
"","","ශීර්්ෂ","116","ගවළඳ, වපාණිජ, ආහපාර සුරක්ෂිත්ත්පා සහ සමූ්කපාර සංවර්්ධන අමපාත්‍යවරයපා","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","471,000,000","33,000,000",""
"","","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","747,000,000","102,000,000",""
"20","","ශීර්්ෂ","295","වපාණිජ ගද්පාර්ත්ගමන්තුව","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","301,000,000","30,000,000",""
"","","ශීර්්ෂ","297","සමපාගම ගරජිසේට්පාර් ගද්පාර්ත්ගමන්තුව","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","105,000,000","-",""
