"","ශීර්්ෂ","20","මැතිවරණ ගකපාමි්ෂන් ස්භපාව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","21,272,000,000","209,000,000",""
"","ශීර්්ෂ","21","ජපාතික විගණන කපාර්යපාලය","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","3,288,800,000","1,062,000,000",""
"","ශීර්්ෂ","22","්රි්පාලන කටයුතු පිළිබඳ ්පාර්ලිගමන්තු ගකපාමසපාරිසේ කපාර්යපාලය","","","",""
"5","","","","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","41,800,000","2,500,000",""
"","ශීර්්ෂ","23","විගණන ගසේවපා ගකපාමි්ෂන් ස්භපාව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","71,500,000","3,300,000",""
"","ශීර්්ෂ","24","ජපාතික ප්‍රසම්පාදන ගකපාමි්ෂන් ස්භපාව","","","",""
"10","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","80,700,000","135,300,000",""
"","ශීර්්ෂ","25","සීමපා නිර්ණය ගකපාමි්ෂන් ස්භපාව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","18,700,000","300,000",""
"","","","බුදධශ්ාසන, ආගමික සහ සංස්කෘතික කටයුතු අමාත‍යාංශ්ය","","","",""
"","","","පුනරාවර්තන","8,300,000,000","","",""
"15","","","මූලධන","5,425,000,000","","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
"","ශීර්්ෂ","101","බුද්ධශපාසන, ආගමික සහ සංසේකෘතික කටයුතු අමපාත්‍යවරයපා","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","640,000,000","109,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","1,350,000,000","2,076,000,000",""
"20","ශීර්්ෂ","201","ගබෞද්ධ කටයුතු ගද්පාර්ත්ගමන්තුව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","129,000,000","8,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","1,708,000,000","125,000,000",""
"","","","","","","","9"
