"","ශීර්්ෂ","331","සමෘදධි සංවර්්ධන ගද්පාර්ත්ගමන්තුව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","567,000,000","17,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","20,536,000,000","1,101,000,000",""
"","","","අධ‍යාපන, උසස් අධ‍යාපන සහ වෘත්තීය අධ‍යාපන අමාත‍යාංශ්ය","","","",""
"","","","පුනරාවර්තන","206,000,000,000","","",""
"5","","","","","","",""
"","","","මූලධන","65,000,000,000","","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","",""
"","ශීර්්ෂ","126","අ්ධ‍යපා්න, උසසේ අ්ධ‍යපා්න සහ වෘත්තීය අ්ධ‍යපා්න අමපාත්‍යවරයපා","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","39,360,000,000","3,910,000,000",""
"10","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","76,425,000,000","49,545,000,000",""
"","ශීර්්ෂ","212","වි්භපාග ගද්පාර්ත්ගමන්තුව","","","",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","11,610,000,000","750,000,000",""
"","ශීර්්ෂ","213","අ්ධ‍යපා්න ප්‍රකපාශන ගද්පාර්ත්ගමන්තුව","","","",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","115,000,000","55,000,000","විසර්ජන"
"15","ශීර්්ෂ","214","විශේවවිද‍යපාල ප්‍රති්පාදන ගකපාමි්ෂන් ස්භපාව","","","",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","75,200,000,000","10,500,000,000",""
"","ශීර්්ෂ","215","කපාර්මික අ්ධ‍යපා්න හපා පුහුණු කිරීගම ගද්පාර්ත්ගමන්තුව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","350,000,000","15,000,000",""
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","2,870,000,000","215,000,000",""
"20","ශීර්්ෂ","335","ජපාතික අ්ධ‍යපා්න ගකපාමි්ෂන් ස්භපාව","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","70,000,000","10,000,000",""
"","","","රාජ‍ය පරිපාලන, පළාත් සභා සහ පළාත් පාලන අමාත‍යාංශ්ය","","","",""
"","","","පුනරාවර්තන","463,000,000,000","","",""
