"","","","ධීවර, ජලජ හා සාගර සමපත් අමාත‍යාංශ්ය","","",""
"","","","පුනරාවර්තන","6,213,000,000","",""
"","","","මූලධන","5,227,000,000","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","",""
"","ශීර්්ෂ","151","ධීවර, ජලජ හපා සපාගර සම්ත් අමපාත්‍යවරයපා","","",""
"5","","","","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","395,000,000","42,000,000"
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","1,627,000,000","4,998,000,000"
"","ශීර්්ෂ","290","ධීවර හපා ජලජ සම්ත් ගද්පාර්ත්ගමන්තුව","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","4,191,000,000","187,000,000"
"10","","","පරිසර  අමාත‍යාංශ්ය","","",""
"","","","පුනරාවර්තන","12,534,000,000","","විසර්ජන"
"","","","මූලධන","3,506,000,000","",""
"","","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","",""
"","ශීර්්ෂ","160","්රිසර අමපාත්‍යවරයපා","","",""
"15","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","1,012,000,000","85,000,000"
"","","","වැඩසටහන 02
සංවර්්ධන වැඩසටහන","","1,704,000,000","908,000,000"
"","ශීර්්ෂ","283","වන සංරක්්ෂණ ගද්පාර්ත්ගමන්තුව","","",""
"","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","2,500,000,000","1,280,000,000"
"","ශීර්්ෂ","284","වනජීවී සංරක්්ෂණ ගද්පාර්ත්ගමන්තුව","","",""
"20","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","","5,324,000,000","27
                       406,000,000"
