"ශීර්්ෂ","298","මිනුම ඒකක, ප්‍රමිති සහ ගසේවපා ගද්පාර්ත්ගමන්තුව","","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","232,800,000","-",""
"ශීර්්ෂ","299","ශ්‍රී ලංකපා ජපාතික බුදධිමය ගද්ල කපාර්යපාලය","","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","84,200,000","-",""
"ශීර්්ෂ","300","ආහපාර ගකපාමසපාරිසේ ගද්පාර්ත්ගමන්තුව","","","","",""
"5","","","","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","112,000,000","205,000,000",""
"ශීර්්ෂ","301","","සමූ්කපාර සංවර්්ධන ගද්පාර්ත්ගමන්තුව (සමූ්කපාර සමිති  ලියපා්දිංචි කිරීගම ගරජිසේට්පාර්)","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","88,000,000","26,100,000",""
"ශීර්්ෂ","302","සමූ්කපාර ගසේවක ගකපාමි්ෂන් ස්භපාව","","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","26,000,000","900,000",""
"10","","","","","","",""
"","","","ප්‍රවාහන, මහාමාර්ග, වරාය සහ සිවිල් ගුවන්ත යස්වා අමාත‍යාංශ්ය","","","",""
"","","පුනරාවර්තන","","52,410,000,000","","","විසර්ජන"
"","","මූලධන","","421,000,000,000","","",""
"","","්හත් ්රිදි වියදම සැකසී ඇත්:-","","","","",""
"ශීර්්ෂ","117","","ප්‍රවපාහන, මහපාමපාර්ග, වරපාය සහ සිවිල් ගුවන් ගසේවපා අමපාත්‍යවරයපා","","","",""
"15","","","","","","",""
"","","වැඩසටහන 01","ගමගහයුම වැඩසටහන","","1,133,000,000","57,000,000",""
"","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","","16,070,000,000","389,036,000,000",""
"ශීර්්ෂ","306","ශ්‍රී ලංකපා දුමරිය ගද්පාර්ත්ගමන්තුව","","","","",""
"","","වැඩසටහන 02","සංවර්්ධන වැඩසටහන","","31,378,000,000","30,476,000,000",""
