"","","ශීර්්ෂ","","","පුනරාවර්තන","මූලධන",""
"","අ
ං","කය","","","වියෙම","වියෙම",""
"","","","","","රු
.","රු
.",""
"","","ශීර්්ෂ","8","ජපාතික ග්පාලිසේ ගකපාමි්ෂන් ස්භපාව","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","224,400,000","12,500,000",""
"","","ශීර්්ෂ","9","්රි්පාලන අභියපාචන විනිශේචය අධිකපාරිය","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","48,600,000","900,000",""
"5","","ශීර්්ෂ","10","අල්ලසේ ගහපාේ දූ්ෂණ ගචපාේදනපා විමර්ශන ගකපාමි්ෂන් ස්භපාව","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","945,700,000","411,500,000",""
"","","ශීර්්ෂ","11","මුදල් ගකපාමි්ෂන් ස්භපා කපාර්යපාලය","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","132,200,000","800,000","විසර්ජන"
"","","ශීර්්ෂ","13","ශ්‍රී ලංකපා මපානව හිමිකම ගකපාමි්ෂන් ස්භපාව","","",""
"10","","","","","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","358,500,000","90,500,000",""
"","","ශීර්්ෂ","16","්පාර්ලිගමන්තුව","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","4,208,300,000","940,200,000",""
"","","ශීර්්ෂ","17","්පාර්ලිගමන්තුගේ ස්භපානපායකතුමපාගේ කපාර්යපාලය","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","73,500,000","4,500,000",""
"15","","","","","","",""
"","","ශීර්්ෂ","18","්පාර්ලිගමන්තුගේ ආණ්ඩු ්ක්්ෂගේ ප්‍ර්ධපාන සංවි්ධපායකතුමපාගේ කපාර්යපාලය","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","86,100,000","2,400,000",""
"","","ශීර්්ෂ","19","්පාර්ලිගමන්තුගේ වි්ක්්ෂ නපායකතුමපාගේ කපාර්යපාලය","","",""
"","","","","වැඩසටහන 01
ගමගහයුම වැඩසටහන","321,050,000","9,950,000",""
