"","","","","සීමපා 
බ
ැ
ර
 
කළ යුතු 
උ්රිම සීමපා","උ්රිම සීමපා",""
"","","","","රු
.
 
ල
ැ
බීමවල අවම 
රු
.","රු
.",""
"","","","","සීමපා","",""
"","","","","රු
.","",""
"","73","අධිකරණ ්රි්පාලනය","22801","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම       550,000,000           420,000,000       1,900,000,000","-",""
"","74","නීති්ති ගද්පාර්ත්ගමන්තුව","22901","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         35,000,000             16,000,000          100,000,000","-",""
"","75","නීති ගකටුම්ත් සම්පාදක","23001","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         10,000,000               3,500,000            20,000,000","-",""
"","","ගද්පාර්ත්ගමන්තුව","","","",""
"5","76","ණය සහනදපායක","23101","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම           5,000,000                  900,000              7,500,000","-","විසර්ජන"
"","","මණ්ඩලයීය","","","",""
"","","ගද්පාර්ත්ගමන්තුව","","","",""
"","77","බන්්ධනපාගපාර","23201","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම       145,000,000           110,000,000          319,000,000","-",""
"","","ගද්පාර්ත්ගමන්තුව","","","",""
"10","78","බන්්ධනපාගපාර","23202","බන්්ධනපාගපාර කපාර්මික හපා 
      250,000,000           275,000,000            75,000,000","15,000,000",""
"","","ගද්පාර්ත්ගමන්තුව","","කෘෂිකපාර්මික කටයුතු","",""
"","79","රජගේ රස ්රීක්්ෂක","23301","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         12,000,000               7,000,000            35,000,000","-",""
"","","ගද්පාර්ත්ගමන්තුව","","","",""
"","80","ග්‍ේ්ෂේඨපාධිකරණගේ","23401","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         22,000,000             15,000,000            65,000,000","-",""
"15","","ගරජිසේට්පාර්","","","",""
"","81","ශ්‍රී ලංකපාගේ නීති ගකපාමි්ෂන්","23501","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම              700,000                  800,000              7,000,000","-",""
"","","ස්භපාව","","","",""
