"","","","","බ
ැ
ර
 
කළ යුතු 
සීමපා 
උ්රිම සීමපා","උ්රිම සීමපා"
"","","","","රු
.
 
ල
ැ
බීමවල අවම 
රු
.","රු
."
"","","","","සීමපා",""
"","","","","රු
.",""
"","17","ජපාතික විගණන කපාර්යපාලය","02101","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         80,000,000             60,000,000          200,000,000","-"
"","18","්රි්පාලන කටයුතු පිළිබඳ","02201","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම           1,000,000                  900,000              4,500,000","-"
"","","්පාර්ලිගමන්තු ගකපාමසපාරිසේ","","",""
"","","කපාර්යපාලය","","",""
"5","19","විගණන ගසේවපා ගකපාමි්ෂන්","02301","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම           3,700,000                  500,000              5,000,000","-"
"","","ස්භපාව","","",""
"","20","ජපාතික ප්‍රසම්පාදන","02401","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම           2,500,000                  400,000              5,000,000","-"
"","","ගකපාමි්ෂන් ස්භපාව","","",""
"","21","සීමපා නීර්ණය ගකපාමි්ෂන්","02501","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම           1,000,000                  250,000              3,000,000","-"
"10","","ස්භපාව","","",""
"","22","බුද්ධශපාසන, ආගමික","10101","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         50,000,000             38,000,000          220,000,000","-"
"","","සහ සංසේකෘතික කටයුතු","","",""
"","","අමපාත්‍යවරයපා","","",""
"","23","මුදල්, ක්‍රමසම්පාදන","10201","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         20,000,000             17,000,000            75,000,000","-"
"15","","සහ ආර්ථික සංවර්්ධන","","",""
"","","අමපාත්‍යවරයපා","","",""
"","24","ආරක්්ෂක අමපාත්‍යවරයපා","10301","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         95,000,000             83,000,000          350,000,000","-"
"","25","අධිකරණ සහ ජපාතික","11001","රජගේ නිල්ධපාරීන්ට අත්තිකපාරම         45,000,000             30,000,000          150,000,000","-"
"","","ඒකපාබද්ධත්පා අමපාත්‍යවරයපා","","",""
