"","Head 1 - 22        Special Spending Units","","","",""
"","","Recurrent","13,103,320,000","",""
"","","Capital","6,600,000,000","",""
"Made  up  as  follows  :—","","","","",""
"Head","1","His  Excellency  the  President","","",""
"","","Programme  01","Operational  Activities","4,914,800,000","3,852,250,000"
"","","Programme  02","Development  Activities","—","825,000,000"
"Head","2","Office  of  the  Prime  Minister","","",""
"","","Programme  01","Operational  Activities","253,000,000","32,200,000"
"Head","3","Secretariat  for  Special  Functions  (Senior  Ministers)","","",""
"","","Programme  01","Operational  Activities","376,000,000","153,100,000"
"Head","4","Judges  of  the  Superior  Courts","","",""
"","","Programme  01","Operational  Activities","102,500,000","591,300,000"
"Head","5","Office  of  the  Cabinet  of  Ministers","","",""
"","","Programme  01","Operational  Activities","67,550,000","9,850,000"
"Head","6","Public  Service  Commission","","",""
"","","Programme  01","Operational  Activities","126,090,000","281,100,000"
