"112","Èia;%","sla f,alï ld¾hd,h - uykqjr","25801","rcfha  ks,Odßkag  w;a;sldrï","65""000""000","45""000""000","240""000""000","-"
"113","Èia;%","sla f,alï ld¾hd,h - ud;f,a","25901","rcfha  ks,Odßkag  w;a;sldrï","36""000""000","27""000""000","150""000""000","-"
"114","Èia;%","sla  f,alï  ld¾hd,h  -  kqjrt<sh","26001","rcfha  ks,Odßkag  w;a;sldrï","29""000""000","19""000""000","92""000""000","-"
"115","Èia;%","sla f,alï ld¾hd,h - .d,a,","26101","rcfha  ks,Odßkag  w;a;sldrï      56""000""000","","46""000""000","225""000""000","-"
"116","Èia;%","sla f,alï ld¾hd,h - ud;r","26201","rcfha  ks,Odßkag  w;a;sldrï","50""000""000","35""000""000","200""000""000","-"
"117","Èia;%","sla f,alï ld¾hd,h -","","","","","",""
"","yïnkaf;dg","","26301","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","25""000""000","163""000""000","-"
"118","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  hdmkh","","26401","rcfha  ks,Odßkag  w;a;sldrï","43""000""000","26""000""000","120""000""000","-"
"119","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  ukakdru","","26501","rcfha  ks,Odßkag  w;a;sldrï      11""000""000","","6""000""000","45""000""000","-"
"120","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  jõkshdj","","26601","rcfha  ks,Odßkag  w;a;sldrï","11""000""000","7""000""000","40""000""000","-"
"121","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  uq,;sõ","","26701","rcfha  ks,Odßkag  w;a;sldrï","16""000""000","6""500""000","50""000""000","-"
"122","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  ls,sfkdÉÑh","","26801","rcfha  ks,Odßkag  w;a;sldrï","12""000""000","7""000""000","47""000""000","-"
"123","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","-  uvl,mqj","","26901","rcfha  ks,Odßkag  w;a;sldrï","32""000""000","18""000""000","100""000""000","-"
"124","Èia;%","sla f,alï ld¾hd,h - wïmdr","27001","rcfha  ks,Odßkag  w;a;sldrï","52""000""000","32""000""000","160""000""000","-"
