"Y
S
¾I","","","","m
q
krdj¾;k","u
,Ok"
"wxlh","","","","úhoï","úhoï"
"","","","","re'","re'"
"YS¾I  220","wdhQ¾fõo  fomd¾;fïka;=j","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","94,550,000","15,400,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","772,750,000","559,600,000"
"","úfoaY  lghq;=  wud;HdxYh","","","",""
"","","mqkrdj¾;k","8,750,000,000","",""
"","","uQ,Ok","2,073,800,000","",""
"YS¾I 112","úfoaY  lghq;=  wud;Hjrhd","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","147,000,000","6,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","8,603,000,000","2,067,800,000"
"","wNHka;r  m%jdyk  wud;HdxYh","","","",""
"","","mqkrdj¾;k","22,299,150,000","",""
"","","uQ,Ok","53,660,750,000","",""
"YS¾I 114","wNHka;r  m%jdyk  wud;Hjrhd","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","210,350,000","52,650,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","8,197,000,000","14,166,000,000"
"YS¾I 306","Y%","S  ,xld  ÿïßh  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","12,217,700,000","38,320,600,000"
"YS¾I 307","","fudag¾  r:  m%jdyk  fomd¾;fïka;=j","","",""
"","","jevigyk  02    ixj¾Ok  jevigyk","","1,674,100,000","1,121,500,000"
