"","mqkrdj¾;k","13,026,765,000","",""
"","uQ,Ok","10,121,980,000","",""
"YS¾I 104","","m%;sm;a;s  iïmdok""  wd¾Ól  lghq;=""  <ud""  ;reK  yd  ixialD;sl  lghq;=  wud;Hjrhd","",""
"","jevigyk  01  fufyhqï  jevigyk","","6,620,000,000","121,500,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","1,528,000,000","4,012,500,000"
"YS¾I 401","ixialD;sl  lghq;=  rdcH  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","248,000,000","16,460,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","564,500,000","2,115,540,000"
"YS¾I 402",";reK  lghq;=  rdcH  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","146,200,000","15,000,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","142,255,000","353,280,000"
"YS¾I 403","<ud  lghq;=  rdcH  wud;Hjrhd","","",""
"","jevigyk  01  fufyhqï  jevigyk","","50,000,000","10,000,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","981,675,000","130,000,000"
"YS¾I  206","ixialD;sl  lghq;=  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","81,940,000","6,750,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","356,075,000","289,250,000"
"YS¾I  207","mqrdúoHd  fomd¾;fïka;=j","","",""
"","jevigyk  01  fufyhqï  jevigyk","","133,500,000","12,000,000"
"","jevigyk  02  ixj¾Ok  jevigyk","","556,000,000","74,000,000"
