"","Y
S
¾I","","","m
q
krdj¾;k","u
,Ok"
"","wxlh","","","úhoï","úhoï"
"","","","","re'","re'"
"","YS¾I 309","f.dvke.s,s  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","167,700,000","3,600,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","362,660,000","23,950,000"
"","YS¾I 310","rcfha  l¾udka;  Yd,d  fomd¾;fïka;=j","","",""
"5","","jevigyk  02  ixj¾Ok  jevigyk","","149,630,000","50,800,000"
"","YS¾I 311","cd;sl  fN!;sl  ie,iqï  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","184,480,000","29,160,000"
"","","wOHdmk  wud;HdxYh","","",""
"","","mqkrdj¾;k","167,350,000,000","",""
"","","uQ,Ok","32,650,000,000","",""
"10","","","","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","",""
"","YS¾I  126","wOHdmk  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","20,839,000,000","3,168,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","82,613,000,000","24,487,000,000"
"15","YS¾I  212","úNd.  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","4,619,000,000","90,000,000"
"","YS¾I 213","wOHdmk  m%ldYk  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","87,000,000","84,000,000"
"","YS¾I 214","úYajúoHd,  m%;smdok  fldñIka  iNdj","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","56,864,000,000","4,700,000,000"
"20","","","","",""
