"jiyg;G","","","","k
z
LtUk;","%yjdr;","","28"
",y.","","","","nrytpdk;","nrytpdk;","",""
"","","","","&gh","&gh","",""
"jiyg;G","227","Ml;fisg;  gjpT  nra;Ak;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,461,300,000","325,300,000","",""
"","","KjyPl;L  Nkk;ghl;L  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","2,154,750,000","","","",""
"","","%yjdr;  nrytpdk;","1,812,660,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","187","KjyPl;L  Nkk;ghl;L mikr;rh;","","","","xJf;fPl;L (jpUj;jr;) rl;lk;","2022 Mk; Mz;bd; 21 Mk; ,yf;f>"
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","124,440,000","7,160,000","",""
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","13,000,000","-","",""
"jiyg;G","226","FbtuT  Fbafy;Tj;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","2,017,310,000","1,805,500,000","",""
"","","nghJkf;fs;  ghJfhg;G  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","105,767,050,000","","","",""
"","","%yjdr;  nrytpdk;","7,107,200,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","189","nghJkf;fs;  ghJfhg;G  mikr;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","10,828,490,000","1,266,140,000","",""
