"","","Rw;whly;  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","1,218,900,000","","","",""
"","","%yjdr;  nrytpdk;","463,000,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","160","Rw;whly;  mikr;
;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","415,000,000","6,900,000","",""
"","","epfo;r;rpj;jpl;lk;      02    mgptpUj;jpr;  nraw;ghLfs;","","803,900,000","456,100,000","",""
"","","tdrPtuhrpfs;  kw;Wk;  tdtsq;fs;  ghJfhg;G  mikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","4,511,100,000","","","",""
"","","%yjdr;  nrytpdk;","3,083,400,000","","","",""
"mikT  tUkhW  :—","","","","","","xJf;fPl;L (jpUj;jr;) rl;lk;","2022 Mk; Mz;bd; 21 Mk; ,yf;f>"
"jiyg;G","161","tdrPtuhrpfs;  kw;Wk;  tdtsq;fs;  ghJfhg;G  mikr;",";rh;","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","270,100,000","610,400,000","",""
"","","epfo;r;rpj;jpl;lk;      02    mgptpUj;jpr;  nraw;ghLfs;","","-","1,500,000,000","",""
"jiyg;G","283","td  ghJfhg;Gj;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,643,000,000","566,000,000","",""
"jiyg;G","284","tdrPtuhrpfs;  ghJfhg;Gj;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","2,029,000,000","227,000,000","",""
"jiyg;G","294","Njrpa  kpUff;fhl;rprhiyfs;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","569,000,000","180,000,000","","25"
