"jiyg;G","","","","k
z
LtUk;","%yjdr;","","12"
",y.","","","","nrytpdk;","nrytpdk;","",""
"","","","","&gh","&gh","",""
"jiyg;G","308","jghy;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      02      mgptpUj;jpr;  nraw;ghLfs;
;","","16,374,000,000","352,000,000","",""
"","","eP
Pjp>  rpiwr;rhiy  mYty;fs;  kw;Wk;  murpayikg;G","","","","",""
"","","kWrPuikg;Gmikr;R","","","","",""
"","","kPz;LtUk; nrytpdk;","23,236,770,000","","","",""
"","","%yjdr;  nrytpdk;","8,588,600,000","","","",""
"mikT  tUkhW  :—","","","","","","",""
"jiyg;G","110","eP
Pjp>  rpiwr;rhiy  mYty;fs;  kw;Wk;  murpayikg;G","","","","",""
"","","kWrPuikg;G  mikr;rh;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","2,686,530,000","5,519,580,000","xJf;fPl;L (jpUj;jr;) rl;lk;","2022 Mk; Mz;bd; 21 Mk; ,yf;f>"
"jiyg;G","228","ePjpkd;w  epUthfk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","8,748,450,000","2,200,150,000","",""
"jiyg;G","229","rl;lkh  mjpgh;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","1,593,630,000","273,810,000","",""
"jiyg;G","230","rl;l tiuQh; jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01    nray;Kiwr;  nraw;ghLfs;","","135,680,000","1,150,000","",""
"jiyg;G","231","fld;    epthuz  rig  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","39,900,000","730,000","",""
"jiyg;G","232","rpiwr;rhiyfs;  jpizf;fsk;","","","","",""
"","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","8,705,890,000","399,710,000","",""
