"","32
Personal Data Protection","","",""
"","","(9) Where an appeal is preferred under subsection (7), the","",""
"","","burden of proof shall be on the controller or the processor as","",""
"","","the case may be, to prove that he has acted in compliance","",""
"","with the provisions of this Act.","","",""
"5","34.
In  making  a  determination","to","impose  an","Matters  to"
"","","","","consider"
"","","administrative  penalty,  including  the  amount  as  provided","",""
"","","","","when"
"","","in  subsection  (1)  of  section  33,  the  Authority  shall  have","",""
"","","","","imposing  a"
"","regard to the following matters:–","","","Penalty"
