"","132","District  Secretariat,  Ratnapura","27801 Advances  to  Public  Officers     95,000,000","70,000,000   400,000,000","—"
"","133","District  Secretariat,  Kegalle","27901 Advances  to  Public  Officers     90,000,000","72,500,000   300,000,000","—"
"","134","Department  of  Project","","",""
"","","Management  and  Monitoring","28001 Advances  to  Public  Officers
4,000,000","3,500,000
  20,000,000","—"
"5","135","Department  of  Agrarian","","",""
"","","Development","28101 Advances  to  Public  Officers  350,000,000 180,000,000   650,000,000","","—"
"","136","Department  of  Irrigation","28201 Advances  to  Public  Officers 250,000,000 160,000,000   800,000,000","","—"
"","137","Department  of  Forest","","",""
"","","Conservation","28301 Advances  to  Public  Officers
  70,000,000","55,000,000   270,000,000","—"
"10","138","Department  of  Wildlife","","",""
"","","Conservation","28401 Advances  to  Public  Officers
75,000,000","55,000,000 310,000,000","—"
"","139","Department  of  Agriculture","28501 Advances  to  Public  Officers
300,000,000","200,000,000 1,000,000,000","—"
"","140","Department  of  Agriculture","28502 Maintenance  of  Agricultural","",""
"","","","Farms  and  Seed  Sales
     1,000,000,000","1,000,000,000
  100,000,000","—"
"","141","Department  of  Land  Commissioner","","",""
"15","","General","28601 Advances  to  Public  Officers
  25,000,000","16,000,000     80,000,000","—"
"","142","Department  of  Land  Title","","",""
"","","Settlement","28701 Advances  to  Public  Officers     40,000,000","20,000,000
  80,000,000","—"
"","143","Department  of  Surveyor  General","","",""
"","","of  Sri  Lanka","28801 Advances  to  Public  Officers  200,000,000 115,000,000   400,000,000","","—"
"20","144","","Department  of  Export  Agriculture 28901 Advances  to  Public  Officers     50,000,000","35,000,000   150,000,000","—"
"","145","Department  of  Fisheries  and","","",""
"","","Aquatic  Resources","29001 Advances  to  Public  Officers      25,000,000      21,000,000  130,000,000","","—"
"","146","Department  of  Coast  Conservation","","",""
"","","","and  Coastal  Resource  Management 29101 Advances  to  Public  Officers     15,000,000","8,500,000
47,000,000","—"
