"","Judicature (Amendment) Act, No. 9 of 2018","","","9"
"","463","-","Counterfeiting  a  device  or  mark  used",""
"","","","for  authenticating  documents",""
"","","","described
in  section  456  or",""
"","","","possessing  counterfeit",""
"","","","marked  material.",""
"","464","-","Counterfeiting  a  device  or  mark  used",""
"","","","for  authenticating  documents  other",""
"","","","than  those  described  in  section  456,",""
"","","","or  possessing  counterfeit  marked",""
"","","","material.",""
"","467","-","Falsification  of  accounts.",""
"","468","-","Possession  of  any  imitation  of  any",""
"","","","currency  note,  bank  note  or  coin.",""
"","100,","-","Conspiracy  and Abetment  to",""
"","101,","","commit  the  offences  of  the  Penal",""
"","101A,","","Code  setout  in  this  Schedule.",""
"","102,","","",""
"","113A,","","",""
"","113B","","",""
"Prevention","3","-","Offence  of  Money  Laundering.",""
"of  Money","","","",""
"Laundering","","","",""
"","4","-","An  act  amounting  to  an  Offence",""
"Act, No. 5 of","","","",""
"","","","under  this  section.",""
"2006","","","",""
"","","-","Conspiracy  and Abetment  to",""
"","","","commit  the  offences  under  the",""
"","","","Prevention  of  Money  Laundering",""
"","","","Act,  No.  5  of  2006  set  out  in  this",""
"","","","Schedule.",""
"Bribery Act","14","-","Bribery  of  Judicial  Officers  and",""
"(Chapter  26)","","","Members  of  Parliament.",""
"","15","-","Acceptance  of  gratification  by",""
"","","","Members  of  Parliament  for",""
"","","","interviewing  public  officers.",""
"","16","-","Bribery  of  police  officers,  peace",""
"","","","officers  and  other  public  officers.",""
"","17","-","Bribery for giving assistance or using",""
"","","","influence  in  regard  to  contracts.",""
"","18","-","Bribery  for  procuring  withdrawal  of",""
"","","","tenders.",""
