"","jiyg;G","","","","k
z
LtUk;","%yjdr;"
"",",y.","","","","nrytpdk;","nrytpdk;"
"","","","","","&gh","&gh"
"","jiyg;G","317","tlkj;jpa khfhz rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","19,329,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","1,637,000,000"
"","jiyg;G","318","Cth khfhz rig","","",""
"","","","","","",""
"5","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","23,377,000,0000","-"
"","","","epfo;r;rpj;jpl;lk;      02    mgptpUj;jpr;  nraw;ghLfs;","","-","1,874,000,000"
"","jiyg;G","319","rg;gpufKt  khfhz  rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","26,688,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","1,435,500,000"
"10","jiyg;G","321","fpof;F  khfhz  rig","","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","26,959,000,000","-"
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","-","2,092,400,000"
"","","","ngUe;Njhl;l  mikr;R","","",""
"","","","kPz;LtUk; nrytpdk;","1,084,000,000","",""
