"YS(cid:190)I 311","cd;sl  fN!;sl  ie,iq(cid:239)  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","137,850,000","3,100,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","—","7,000,000"
"","iudc fiajd wud;HdxYh","","",""
"","mqkrdj(cid:190);k","895,595,000","",""
"","uQ,Ok","122,900,000","",""
"","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I 124","iudc  fiajd  wud;Hjrhd","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","152,745,000","15,850,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","456,380,000","72,250,000"
"YS(cid:190)I  216","iudc  fiajd  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","85,500,000","16,000,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","200,970,000","18,800,000"
"","wOHdmk  wud;HdxYh","","",""
"","mqkrdj(cid:190);k","26,857,106,000","",""
"","uQ,Ok","4,618,984,000","",""
"","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I  126","wOHdmk  wud;Hjrhd","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","478,620,000","75,500,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","24,802,725,000","4,388,546,000"
"YS(cid:190)I 212","œNd.  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","1,549,375,000","62,583,000"
