"","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I 153","bv(cid:239)  yd  bv(cid:239)  ixj(cid:190)Ok  wud;Hjrhd","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","111,969,000","11,450,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","—","2,420,000,000"
"YS(cid:190)I 286","bv(cid:239)  flduid(cid:223)ia  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","177,300,000","305,000,000"
"YS(cid:190)I 287","bv(cid:239)  ks
srjq,a  ls˝f(cid:239)  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","175,401,000","6,600,000"
"YS(cid:190)I 288","uekq(cid:239)  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","140,990,000","31,518,000"
"","jevigyk  02  ixj(cid:190)Ok  jevigyk","","1,536,046,000","96,890,000"
"YS(cid:190)I 327","bv(cid:239)  m(cid:223)yrK  m%;sm;a;s  ie,iq(cid:239)  fomd(cid:190);f(cid:239)ka;=j","","",""
"","jevigyk  02  fufyhq(cid:239)  jevigyk","","139,460,000","52,900,000"
"","fh!jk  lghq;=  yd  ksmqK;d  ixj(cid:190)Ok  wud;HdxYh","","",""
"","mqkrdj(cid:190);k","3,574,655,000","",""
"","uQ,Ok","5,000,000,000","",""
"","my;  m(cid:223)¨  œho(cid:239)  ieliS  we;  :—","","",""
"YS(cid:190)I 156","fh!jk  lghq;=  yd  ksmqK;d  ixj(cid:190)Ok  wud;Hjrhd","","",""
"","jevigyk  01  fufyhq(cid:239)  jevigyk","","105,250,000","26,720,000"
