"","","","","","",",e(cid:238)(cid:239)j,","",""
"","","","","","","wju iSud","",""
"","","","","","re’","re’","re’","re’"
"145","osia;s","%la f,al(cid:239) ld(cid:190)hd,h $","","","","","",""
"","l(cid:201)f(cid:201)(cid:223)h  -  ukakdru","","26501","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","11""775""000","6""000""000","50""000""000","-"
"146","osia;s","%la f,al(cid:239) ld(cid:190)hd,h -","","","","","",""
"","l(cid:201)f(cid:201)(cid:223)h  -  jjqkshdj","","26601","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","10""600""000","7""500""000","42""000""000","-"
"147","osia;s","%la f,al(cid:239) ld(cid:190)hd,h -","","","","","",""
"","l(cid:201)f(cid:201)(cid:223)h  -  uq,;sı","","26701","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","10""676""000","2""800""000","38""000""000","-"
"148","osia;s","%la f,al(cid:239) ld(cid:190)hd,h -","","","","","",""
"","","l(cid:201)f(cid:201)(cid:223)h  -  ls,sfkd(cid:201)(cid:209)h","26801","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","10""990""000","3""000""000","44""000""000","-"
"149","osia;s","%la f,al(cid:239) ld(cid:190)hd,h$","","","","","",""
"","l(cid:201)f(cid:201)(cid:223)h  -  uvl,mqj","","26901","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","34""540""000","19""000""000","67""000""000","-"
"150","osia;s","%la f,al(cid:239) ld(cid:190)hd,h - w(cid:239)mdr","27001","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","47""100""000","35""000""000","188""000""000","-"
"151","osia;s","%la f,al(cid:239) ld(cid:190)hd,h$","","","","","",""
"","l(cid:201)f(cid:201)(cid:223)h  -  ;%","sl=Kdu,h","27101","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","29""830""000","12""000""000","105""000""000","-"
"152","osia;s","%la f,al(cid:239) ld(cid:190)hd,h -","","","","","",""
"","l=reKE.,","","27201","rcfha  ks,Od(cid:223)kag  w;a;sldr(cid:239)","86""350""000","65""000""000","330""000""000","-"
