"","","","I","II","III","IV","V"
"SRL","Ministries / Departments","Item","Activities of the Government","Maximum","Minimum","Maximum","Maximum"
"No.","","No.","","Limits of","Limits of","Limits of","Limits of"
"","","","","Expenditure","","Receipts  to  be Debit Balance","Liabilities"
"","","","","of Activities","credited  to  the","of Activities","of Activities"
"","","","","of the","Accounts  of","of  the","of the"
"","","","","Government","Activities  of the","Government","Government"
"","","","","","Government","",""
"","","","","Rs.","Rs.","Rs.","Rs."
"5 6","Minister  of  Tourism  Development","","","","","",""
"","and  Christian  Religious  Affairs","15901 Advances  to  Public  Officers","","3,800,000","1,000,000","15,000,000","—"
"5 7","Minister  of  Mahaweli  Develop-","","","","","",""
"","ment  and  Environment","16001 Advances  to  Public  Officers","","12,000,000","8,000,000","48,000,000","—"
"5 8","Minister  of  Sustainable  Develop-","","","","","",""
"","mant  and  Wild  Life","16101 Advances  to  Public  Officers","","6,000,000","1,500,000","22,000,000","—"
"5 9","Minister  of  Megapolis  and","","","","","",""
"","Western  Development","16201 Advances  to  Public  Officers","","8,000,000","3,700,000","20,000,000","—"
"6 0","Minister  of  Internal  Affairs","","","","","",""
"","Wayamba  Development  and","","","","","",""
"","Cultural  Affairs","16301 Advances  to  Public  Officers","","38,000,000","","23,000,000 120,000,000","—"
"6 1","Minister  of    National  Integration","","","","","",""
"","and  Reconciliation","16501 Advances  to  Public  Officers","","2,500,000","500,000","10,000,000","—"
"6 2","Minister  of  City  Planning  and","","","","","",""
"","Water  Supply","16601 Advances  to  Public  Officers","","8,000,000","4,500,000","19,000,000","—"
"6 3","Minister  of  Special  Assignment","16701 Advances  to  Public  Officers","","2,200,000","800,000","10,000,000","—"
