"Head","293","Department  of  Rubber  Development","","",""
"","","Programme  02","Development  Activities","298,658,000","1,018,000,000"
"","","Ministry  of  Sports","","",""
"","","Recurrent","1,334,122,000","",""
"","","Capital","3,150,250,000","",""
"Made  up  as  follows:-","","","","",""
"Head","136","Minister  of  Sports","","",""
"","","Programme  01","Operational  Activities","350,921,000","352,500,000"
"","","Programme  02","Development  Activities","96,330,000","960,900,000"
"Head","219","Department  of  Sports  Development","","",""
"","","Programme  01","Operational  Activities","55,872,000","8,600,000"
"","","Programme  02","Development  Activities","830,999,000","1,828,250,000"
"","","","Ministry  of  Hill  Country  New  Villages,  Infrastructure  and  Community  Development","",""
"","","Recurrent","","334,776,000","Appropriation Act, No. 24 of 2016"
"","","Capital","3,032,510,000","",""
"Made  up  as  follows:-","","","","",""
"Head","140","","Minister  of  Hill  Country  New  Villages,  Infrastructure  and  Community  Development","",""
"","","Programme  01","Operational  Activities","334,776,000","12,510,000"
"","","Programme  02","Development  Activities","—","3,020,000,000"
"","","","Ministry  of  Prison  Reforms,  Rehabilitation,  Resettlement  and  Hindu  Religious  Affairs","",""
"","","Recurrent","6,802,764,000","",""
"","","Capital","10,638,650,000","",""
"Made  up  as  follows:-","","","","",""
"Head","145","","Minister  of  Prison  Reforms,  Rehabilitation,  Resettlement  and  Hindu  Religious  Affairs","",""
"","","Programme  01","Operational  Activities","860,293,000","684,500,000"
"","","Programme  02","Development  Activities","97,000,000","23
9,020,000,000"
