"Head","327","Department  of  Land  Use  Policy  Planning","","",""
"","","Programme  02","Development  Activities","340,520,000","43,500,000"
"","","Ministry  of  Rural  Economic  Affairs","","",""
"","","Recurrent","","1,357,200,000",""
"","","Capital","","6,973,000,000",""
"Made  up  as  follows:-","","","","",""
"Head","154","Minister  of  Rural  Economic  Affairs","","",""
"","","Programme  01","Operational  Activities","652,049,000","405,100,000"
"","","Programme  02","Development  Activities","189,441,000","5,941,400,000"
"Head","292","Department  of  Animal  Production  and  Health","","",""
"","","Programme  01","Operational  Activities","515,710,000","61,500,000"
"","","Programme  02","Development  Activities","—","565,000,000"
"","","Ministry  of  Provincial  Councils  and  Local  Government","","","Appropriation Act, No. 24 of 2016"
"","","Recurrent","162,809,497,000","",""
"","","Capital","","51,313,952,000",""
"Made  up  as  follows:-","","","","",""
"Head","155","Minister  of  Provincial  Councils  and  Local  Government","","",""
"","","Programme  01","Operational  Activities","264,713,000","75,850,000"
"","","Programme  02","Development  Activities","1,940,000,000","26,510,460,000"
"Head","312","Western  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","14,866,857,000","—"
"","","Programme  02","Development  Activities","—","1,649,256,000"
"Head","313","Central  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","22,489,338,000","—"
"","","Programme  02","Development  Activities","—","27
2,222,728,000"
