"Head","","","Recurrent","Capital","34"
"No.","","","Expenditure","Expenditure",""
"","","","Rs.","Rs.",""
"","","Ministry  of  Law  &  Order  and  Southern  Development","","",""
"","","Recurrent
63,166,393,000","","",""
"","","Capital
5,228,490,000","","",""
"Made  up  as  follows:-","","","","",""
"Head","192","Minister  of  Law  &  Order  and  Southern  Development","","",""
"","","Programme  01
Operational  Activities","6,962,436,000","863,490,000",""
"Head","225","Department  of  Police","","",""
"","","Programme  01
Operational  Activities","56,203,957,000","4,365,000,000",""
"","","Ministry  of  Labour  and  Trade  Union  Relations","","","Appropriation Act, No. 24 of 2016"
"","","Recurrent
2,039,891,000","","",""
"","","Capital
3,688,700,000","","",""
"Made  up  as  follows:-","","","","",""
"Head","193","Minister  of  Labour  and  Trade  Union  Relations","","",""
"","","Programme  01
Operational  Activities","122,560,000","37,250,000",""
"","","Programme  02
Development  Activities","90,714,000","6,750,000",""
"Head","221","Department  of  Labour","","",""
"","","Programme  01
Operational  Activities","805,319,000","3,512,000,000",""
"","","Programme  02
Development  Activities","699,937,000","95,300,000",""
"Head","328","Department  of  Manpower  &  Employment","","",""
"","","Programme  01
Operational  Activitie","321,361,000","37,400,000",""
