"","jiyg;G","","","","k
z
LtUk;","%yjdr;"
"",",y.","","","","nrytpdk;","nrytpdk;"
"","","","","","&gh","&gh"
"","jiyg;G","323","rl;l  mYty;fs;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;      01    nray;Kiwr;  nraw;ghLfs;","","12,320,000","900,000"
"","jiyg;G","324","fzf;fha;T  Kfhikj;Jtj;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;      01    nray;Kiwr;  nraw;ghLfs;","","54,140,000","3,300,000"
"5","jiyg;G","329","jfty;  njhopy;El;g  Kfhikj;Jtj;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","264,305,000","3,200,000"
"","jiyg;G","333","nfhk;g;Nuhyh;  ehafj;jpd;  mYtyfk;","","",""
"","","","epfo;r;rpj;jpl;lk;      01    nray;Kiwr;  nraw;ghLfs;","","29,470,000","18,650,000"
"","","","ghJfhg;G  mikr;R","","",""
"","","","","","",""
"10","","","kPz;LtUk; nrytpdk;","","",""
"","","","%yjdr;  nrytpdk;","36,684,230,000","",""
"","","mikT  tUkhW",":—","","",""
"","jiyg;G","103","ghJfhg;G  mikr;rh;","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","13,803,800,000","5,859,350,000"
"15","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","6,471,000,000","809,250,000"
"","jiyg;G","211","murhq;f  mr;Rj;  jpizf;fsk;","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","2,851,950,000","142,250,000"
"","jiyg;G","222",",yq;ifj;  jiug;gil","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","153,771,000,000","9,724,000,000"
"20","jiyg;G","223",",yq;iff;  flw;gil","","",""
"","","","epfo;r;rpj;jpl;lk;   01   nray;Kiwr; nraw;ghLfs;","","53,005,000,000","7,935,380,000"
