"","","","","","cr;r","vy;iyfs;","cr;r","cr;r"
"","","","","","vy;iyfs;","","vy;iyfs;","vy;iyfs;"
"","","","","","&gh","&gh","&gh","&gh"
"","30","mQ;ry;  Nritfs;  kw;Wk;","10801","mur  mYtyh;fSf;fhd","","","",""
"","","K];ypk;  rka  mYty;fs;","","Kw;gzk;","8,000,000","2,200,000","60,000,000","—"
"","","mikr;rh;","","","","","",""
"","31","ePjp  kw;Wk;  rpiwr;rhiyfs;","11001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"5","","kWrPuikg;G  mikr;rh;","","Kw;gzk;","30,000,000","11,000,000","110,000,000",""
"","32","Rfhjhuk;>  Nghriz  kw;Wk;","11101","mur  mYtyh;fSf;fhd","","","",""
"","","RNjr  kUj;Jt  mikr;rh;","","Kw;gzk;","1,558,000,000","","1,100,000,000        3,000,000,000","—"
"","33","ntspehl;lYty;fs; mikr;rh;","11201","mur  mYtyh;fSf;fhd","","","",""
"","","","","Kw;gzk;","40,000,000","26,000,000","150,000,000","—"
"10","34","Nghf;Ftuj;J  kw;Wk;  rptpy;","11401","mur  mYtyh;fSf;fhd","","","",""
"","","tpkhd  Nritfs;  mikr;rh;","","Kw;gzk;","11,500,000","6,000,000","48,000,000","—"
"","35","ngUe;njUf;fs;> tPjp mgptpUj;jp","11701","mur  mYtyh;fSf;fhd","","","",""
"","","kw;Wk;  ngw;Nwhypa  ts","","Kw;gzk;","24,000,000","9,000,000","75,000,000","—"
"","","mgptpUj;jp  mikr;rh;","","","","","",""
"15","36","fkj;njhopy;>  fpuhkpa","11801","mur  mYtyh;fSf;fhd","","","",""
"","","nghUshjhu  mYty;fs;>","","Kw;gzk;","123,300,000","51,500,000","359,000,000","—"
"","","fhy;eil  ts  mgptpUj;jp>","","","","","",""
"","","ePh;g;ghrd>  flw;nwhopy;","","","","","",""
"","","kw;Wk;  ePhpay;  ts  mgptpUj;jp","","","","","",""
"","","mikr;rh;","","","","","",""
"20","","","","","","","",""
"","37","kpd;tY>  vhprf;jp  kw;Wk;","11901","mur  mYtyh;fSf;fhd","","","",""
"","","tpahghu  mgptpUj;jp","","Kw;gzk;","7,000,000","2,700,000","23,000,000","—"
"","","mikr;rh;","","","","","",""
