"","","","my;  mßÈ  úhoï  ieliS  we;:—","",""
"5","YS¾I 155","","m<d;a iNd iy m<d;a md,k iy l%
Svd wud;Hjrhd","",""
"","","","jevigyk  01  fufyhqï  jevigyk","701,575,000,","1,078,850,000"
"","","","jevigyk  02  ixj¾Ok  jevigyk","1,301,425,000","19,106,925,000"
"","YS¾I  219","l%","Svd  ixj¾Ok  fomd¾;fïka;=j","",""
"","","","jevigyk  01  fufyhqï  jevigyk","79,275,000","6,000,000"
"10","","","jevigyk  02  ixj¾Ok  jevigyk","1,177,750,000","1,490,000,000"
"","YS¾I 312","niakdysr m<d;a iNdj","","",""
"","","","jevigyk  01  fufyhqï  jevigyk","16,700,000,000","—"
"","","","jevigyk  02  ixj¾Ok  jevigyk","—","2,017,000,000"
"","YS¾I 313","uOHu  m<d;a  iNdj","","",""
"15","","","jevigyk  01  fufyhqï  jevigyk","29,000,000,000","—"
"","","","jevigyk  02  ixj¾Ok  jevigyk","—","2,975,000,000"
"","YS¾I 314","ol=Kq  m<d;a  iNdj","","",""
"","","","jevigyk  01  fufyhqï  jevigyk","23,200,000,000","—"
"","","","jevigyk  02  ixj¾Ok  jevigyk","—","2,932,000,000"
