"","YS¾I 280","jHdmD;s  l<ukdlrK  yd  wëlaIK  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","94,580,000","6,500,000"
"","","l¾udka;  yd  jdKsc  lghq;=  wud;HdxYh","","",""
"","","mqkrdj¾;k","2,965,000,000","",""
"","","","7,411,000,000","",""
"5","","uQ,Ok","","",""
"","","my;  mßÈ  úhoï  ieliS  we;:—","","",""
"","YS¾I  149","l¾udka;  yd  jd‚c  lghq;=  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","719,650,000","989,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","1,716,350,000","6,304,000,000"
"10","YS¾I 295","jd‚c  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","142,000,000","14,000,000"
"","YS¾I  297","iud.ï  frðiag%d¾  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","68,000,000","—"
"","YS¾I 298","ñkqï  tall""  m%ñ;s  iy  fiajd  fomd¾;fïka;=j","","",""
"15","","jevigyk  01  fufyhqï  jevigyk","","111,000,000","10,000,000"
"","YS¾I  299","YS
% ,xld cd;sl nqoaêuh foam< ld¾hd,h","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","36,000,000","—"
"","YS¾I 301","iuqmldr  ixj¾Ok  fomd¾;fïka;=j  ^iuqmldr  iñ;s  frðiag%d¾&","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","75,000,000","34,000,000"
"20","YS¾I 302","iuqmldr  fiajl  fldñIka  iNdj","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","17,000,000","2,000,000"
"","YS¾I 303","fmaI  l¾udka;  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","80,000,000","58,000,000"
