"","Y
S
¾I","","","m
q
krdj¾;k","u
,Ok"
"","wxlh","","","úhoï","úhoï"
"","","","","re'","re'"
"","","my;  mßÈ  úhoï  ieliS  we;:—","","",""
"","YS¾I 124","iudc  iún,.ekaùï  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","520,190,000","86,700,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","33,810,000","431,300,000"
"5","YS¾I 331","iuDoaê  ixj¾Ok  fomd¾;fïka;=j","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","354,300,000","10,200,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","63,805,700,000","776,800,000"
"","","wOHdmk  wud;HdxYh","","",""
"","","mqkrdj¾;k","60,700,000,000","",""
"10","","uQ,Ok","44,300,000,000","",""
"","","my;  mßÈ  úhoï  ieliS  we;:—","","",""
"","YS¾I  126","wOHdmk  wud;Hjrhd","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","18,971,200,000","1,040,000,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","38,508,800,000","42,510,000,000"
"15","YS¾I  212","úNd.  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","3,160,000,000","710,000,000"
"","YS¾I 213","wOHdmk  m%ldYk  fomd¾;fïka;=j","","",""
"","","jevigyk  02  ixj¾Ok  jevigyk","","60,000,000","40,000,000"
