"","3.","(1)","(m) xU kf;fs; njhifia mr;RWj;Jfpd;w@"
"20","","","(M) VNjDk;  nraiyr;  nra;tjw;F  my;yJ"
"","","","nra;ahJ tpLtjw;F ,yq;if murhq;fj;ij"
"","","","my;yJ NtNwNjDk; murhq;fj;ij my;yJ"
"","","","xU  rh;tNjr    xOq;fikg;igg;  gpioahd"
"","","","Kiwapy;  my;yJ  rl;lKiwaw;w  tifapy;"
"25","","","tYf;fl;lhag;gLj;Jfpd;w@"
"","","","(,) mj;jifa VNjDk; murhq;fj;ijg; gzpahw;w"
"","","","tplhJ jLf;fpd;w@ my;yJ"
"","","","(<) ,yq;ifapd;  my;yJ  ,iwiknfhz;l"
"","","","NtNwNjDk;  ehl;bd;  Ms;Gy  xUikg;"
"30","","","ghl;Lf;F  my;yJ  ,iwikf;Fj;  jPq;Ftpis"
"","","","tpf;fpd;w>"
