"","","","","","","and","personal"
"","","","","","","Injunction","law"
"","(Hectare)","","","","","",""
"50","0.0452","The State","–","Full","1st Class","–","–"
"68","0.0087","The State","–","Full","1st Class","–","–"
"70","0.0012","The State","–","Full","1st Class","–","–"
"71","0.0048","The State","–","Full","1st Class","–","–"
"75","0.0119","The State","–","Full","1st Class","–","–"
"78","0.0040","The State","–","Full","1st Class","–","–"
"86","0.0051","The State","–","Full","1st Class","–","–"
"87","0.0046","The State","–","Full","1st Class","–","–"
"0
1 - 363/5","","","","","","",""
