"","","Capital","486,165,000","",""
"Made up as follows :—","","","","",""
"Head","290","","Minister of Trade, Commerce, Consumer Affairs  and Marketing Development","",""
"","","Programme 01","General Administration","51,763,000","4,800,000"
"","","Programme 54","Trade and Commerce Support Services","150,380,000","419,050,000"
"Head","866","Department of Commerce","","",""
"","","Programme 54","Trade and Commerce Support Services","76,025,000","1,950,000"
"Head","868","Department of Import and Export Control","","",""
"","","Programme 54","Trade and Commerce Support Services","24,126,000","1,065,000"
"Head","869","Department of the Registrar of Companies","","",""
"","","Programme 54","Trade and Commerce Support Services","15,427,000","—"
"Head","871","Department of Measurement Units, Standards and Services","","",""
"","","Programme 54","Trade and Commerce Support Services","39,237,000","55,200,000"
"Head","872","National Intellectual Property Office of Sri Lanka","","",""
"","","Programme 54","Trade and Commerce Support Services","8,670,000","—"
"Head","873","Department of Food Commissioner","","",""
"","","Programme 55","Maintenance of Food Security","92,465,000","4,100,000"
