"Head","757","Courts Administration","",""
"","","Programme 33
Administration of Justice","1,387,780,000","371,420,000"
"Head","758","Department of Attorney General","",""
"","","Programme 33
Administration of Justice","263,050,000","95,000,000"
"Head","759","Department of Legal Draftsman","",""
"","","Programme 33
Administration of Justice","37,100,000","13,000,000"
"Head","761","Department of Debt Conciliation Board","",""
"","","Programme 14
Debt Conciliation Services","4,080,000","250,000"
"Head","762","Department of Prisons","",""
"","","Programme 32
Prison Administration","1,917,020,000","217,600,000"
"Head","764","Department  of Government Analyst","",""
"","","Programme 33
Administration of Justice","56,060,000","112,000,000"
"Head","765","Registrar of Supreme Court","",""
"","","Programme 33
Administration of Justice","49,100,000","27,000,000"
"Head","766","Department of Law Commission","",""
"","","Programme 33
Administration of Justice","9,300,000","4,000,000"
"","","Ministry of Healthcare and Nutrition","",""
"","","Recurrent
24,811,186,000","",""
