"Head","826","District Secretariat, Hambantota","","",""
"","","Programme 01","General Administration","12,000,000","23,000,000"
"","","Programme 02","District Administration","186,000,000","—"
"Head","827","District Secretariat, Kachcheri- Jaffna","","",""
"","","Programme 01","General Administration","14,000,000","25,000,000"
"","","Programme 02","District Administration","152,000,000","—"
"Head","828","District Secretariat, Kachcheri-Mannar","","",""
"","","Programme 01","General Administration","10,500,000","16,000,000"
"","","Programme 02","District Administration","41,500,000","—"
"Head","829","District Secretariat, Kachcheri- Vavuniya","","",""
"","","Programme 01","General Administration","12,800,000","20,000,000"
"","","Programme 02","District Administration","43,200,000","—"
"Head","831","District Secretariat, Kachcheri-Mullativu","","",""
"","","Programme 01","General Administration","9,200,000","10,000,000"
"","","Programme 02","District Administration","33,400,000","—"
"Head","832","District Secretariat, Kachcheri-Killinochchi","","",""
"","","Programme 01","General Administration","11,000,000","20,000,000"
"","","Programme 02","District Administration","32,000,000","—"
"Head","833","District Secretariat, Kachcheri- Batticaloa","","",""
"","","Programme 01","General Administration","13,600,000","21,200,000"
"","","Programme 02","District Administration","134,400,000","—"
"Head","834","District Secretariat, Ampara","","",""
"","","Programme 01","General Administration","14,000,000","45,000,000"
"","","Programme 02","District Administration","226,000,000","—"
